code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
2013J,470340,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-173.0,,45.0,80.0,115.0,85.0,167.0,90.0,87.0,100.0,131.0,80.0,151.0,100.0,186.0,100.0,200.0,80.0,,,14.0,4.0,113.0,276.0,107.0,23.0,31.0
2013J,472911,F,South Region,A Level or Equivalent,50-60%,35-55,0,30,Y,Pass,-114.0,,52.0,65.0,115.0,60.0,172.0,70.0,147.0,100.0,164.0,40.0,195.0,40.0,227.0,100.0,,,,,216.0,16.0,157.0,454.0,50.0,28.0,22.0
2013J,473271,F,South East Region,A Level or Equivalent,60-70%,0-35,0,45,N,Pass,-24.0,,57.0,68.0,121.0,70.0,171.0,75.0,102.0,100.0,130.0,80.0,158.0,80.0,209.0,20.0,213.0,60.0,214.0,80.0,6.0,0.0,171.0,346.0,139.0,39.0,52.0
2013J,473924,F,London Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,-156.0,,52.0,95.0,115.0,75.0,166.0,85.0,87.0,100.0,135.0,100.0,149.0,100.0,185.0,100.0,200.0,80.0,213.0,100.0,1696.0,1.0,419.0,509.0,140.0,39.0,49.0
2013J,474067,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,-29.0,,61.0,85.0,138.0,70.0,186.0,65.0,137.0,80.0,152.0,100.0,185.0,80.0,196.0,100.0,220.0,60.0,,,6.0,15.0,75.0,242.0,145.0,47.0,22.0
2013J,474272,M,North Western Region,Lower Than A Level,0-10%,35-55,0,45,Y,Fail,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,476921,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-29.0,,48.0,75.0,114.0,80.0,163.0,45.0,164.0,80.0,164.0,60.0,164.0,60.0,,,,,,,7.0,0.0,16.0,17.0,51.0,2.0,3.0
2013J,477165,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-78.0,,,,,,,,,,,,,,,,,,,,10.0,0.0,14.0,9.0,0.0,8.0,4.0
2013J,477468,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-29.0,,59.0,50.0,121.0,60.0,169.0,70.0,87.0,80.0,144.0,80.0,189.0,80.0,209.0,100.0,213.0,60.0,229.0,40.0,13.0,0.0,56.0,177.0,99.0,8.0,18.0
2013J,477650,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-26.0,,59.0,55.0,124.0,60.0,180.0,70.0,200.0,80.0,182.0,100.0,200.0,60.0,224.0,100.0,,,,,0.0,4.0,51.0,250.0,140.0,1.0,10.0
2013J,478556,F,South Region,Lower Than A Level,50-60%,0-35,0,30,Y,Distinction,-117.0,,42.0,65.0,115.0,70.0,171.0,85.0,87.0,100.0,129.0,100.0,149.0,80.0,185.0,100.0,199.0,60.0,222.0,100.0,140.0,55.0,234.0,148.0,120.0,25.0,42.0
2013J,478784,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,-45.0,,52.0,80.0,110.0,75.0,163.0,85.0,108.0,100.0,129.0,100.0,149.0,100.0,185.0,100.0,200.0,100.0,213.0,100.0,137.0,2.0,265.0,381.0,103.0,10.0,17.0
2013J,479442,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-53.0,,59.0,70.0,121.0,45.0,172.0,74.0,87.0,100.0,129.0,60.0,187.0,80.0,187.0,100.0,201.0,20.0,228.0,80.0,64.0,4.0,144.0,393.0,156.0,66.0,24.0
2013J,479595,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Withdrawn,-29.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,480959,F,London Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-130.0,,56.0,48.0,130.0,50.0,173.0,65.0,123.0,80.0,158.0,80.0,153.0,100.0,185.0,100.0,201.0,80.0,216.0,80.0,20.0,0.0,71.0,206.0,122.0,6.0,6.0
2013J,481404,M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,-29.0,,40.0,68.0,116.0,65.0,172.0,68.0,88.0,100.0,132.0,40.0,180.0,80.0,188.0,80.0,222.0,100.0,222.0,100.0,40.0,0.0,111.0,123.0,101.0,21.0,23.0
2013J,481772,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-38.0,,68.0,60.0,,,,,,,,,,,,,,,,,9.0,0.0,36.0,15.0,0.0,8.0,8.0
2013J,483123,M,South West Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-43.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,20.0,13.0,2.0,4.0,7.0
2013J,483158,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Fail,-29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,483959,F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-60.0,,59.0,40.0,121.0,54.0,168.0,54.0,96.0,100.0,139.0,40.0,,,227.0,100.0,201.0,100.0,,,6.0,0.0,85.0,60.0,51.0,17.0,23.0
2013J,488853,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,30,N,Fail,-56.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.0,1.0,0.0,13.0,3.0
2013J,489222,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-122.0,,57.0,58.0,124.0,70.0,181.0,70.0,96.0,80.0,147.0,80.0,157.0,80.0,207.0,80.0,207.0,40.0,216.0,60.0,296.0,1.0,200.0,473.0,172.0,55.0,27.0
2013J,489624,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-56.0,,53.0,70.0,122.0,80.0,179.0,95.0,89.0,100.0,131.0,100.0,160.0,88.0,207.0,80.0,220.0,40.0,220.0,80.0,49.0,3.0,124.0,516.0,83.0,35.0,7.0
2013J,493763,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-58.0,,57.0,70.0,124.0,75.0,187.0,75.0,108.0,40.0,137.0,100.0,194.0,100.0,230.0,100.0,230.0,80.0,230.0,100.0,160.0,0.0,131.0,241.0,162.0,20.0,30.0
2013J,494212,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-25.0,,59.0,80.0,123.0,95.0,172.0,80.0,87.0,100.0,145.0,100.0,157.0,100.0,209.0,100.0,209.0,100.0,,,151.0,3.0,116.0,200.0,119.0,10.0,36.0
2013J,494291,F,South Region,A Level or Equivalent,80-90%,35-55,0,30,Y,Fail,-44.0,,,,157.0,64.0,,,,,,,,,,,,,,,,,,,,,
2013J,495276,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-36.0,,58.0,85.0,124.0,95.0,173.0,87.0,173.0,80.0,173.0,100.0,173.0,60.0,215.0,100.0,215.0,100.0,215.0,100.0,211.0,10.0,271.0,514.0,145.0,83.0,71.0
2013J,496224,F,London Region,No Formal quals,20-30%,0-35,0,90,N,Fail,-25.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,2.0,0.0,2.0,1.0
2013J,497074,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-29.0,,52.0,65.0,115.0,75.0,171.0,60.0,88.0,100.0,153.0,80.0,153.0,100.0,185.0,100.0,200.0,80.0,224.0,100.0,246.0,0.0,157.0,220.0,102.0,42.0,33.0
2013J,497190,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-25.0,,59.0,75.0,122.0,58.0,178.0,75.0,231.0,80.0,231.0,60.0,231.0,100.0,231.0,100.0,231.0,60.0,231.0,100.0,11.0,0.0,37.0,83.0,78.0,5.0,23.0
2013J,497278,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,Y,Pass,-100.0,,60.0,70.0,135.0,60.0,180.0,70.0,132.0,100.0,159.0,60.0,160.0,100.0,195.0,100.0,213.0,80.0,222.0,100.0,112.0,1.0,132.0,171.0,97.0,63.0,43.0
2013J,498702,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-51.0,,56.0,62.0,,,,,,,,,,,,,,,,,15.0,0.0,33.0,12.0,0.0,9.0,2.0
2013J,499006,F,London Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-38.0,,60.0,60.0,123.0,85.0,172.0,80.0,87.0,100.0,130.0,80.0,231.0,80.0,193.0,100.0,207.0,60.0,,,45.0,2.0,172.0,240.0,126.0,41.0,12.0
2013J,499446,F,London Region,A Level or Equivalent,10-20,0-35,0,30,Y,Pass,-26.0,,53.0,85.0,123.0,90.0,172.0,90.0,114.0,100.0,159.0,80.0,200.0,80.0,200.0,100.0,200.0,60.0,231.0,100.0,19.0,0.0,50.0,216.0,96.0,19.0,17.0
2013J,500112,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-43.0,,58.0,82.0,123.0,80.0,178.0,60.0,137.0,80.0,139.0,100.0,214.0,80.0,214.0,100.0,215.0,60.0,215.0,80.0,3.0,0.0,66.0,274.0,165.0,13.0,26.0
2013J,500720,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-29.0,,,,116.0,65.0,166.0,65.0,87.0,80.0,138.0,100.0,159.0,80.0,207.0,100.0,207.0,80.0,224.0,80.0,130.0,1.0,97.0,321.0,120.0,29.0,9.0
2013J,503663,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,Y,Distinction,-24.0,,83.0,85.0,130.0,95.0,170.0,90.0,90.0,80.0,171.0,60.0,,,210.0,100.0,214.0,60.0,,,13.0,0.0,72.0,75.0,78.0,32.0,21.0
2013J,505503,F,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-35.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013J,505754,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-29.0,,52.0,75.0,117.0,55.0,,,95.0,100.0,161.0,80.0,161.0,92.0,,,,,,,112.0,0.0,81.0,100.0,49.0,5.0,29.0
2013J,506679,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-142.0,,39.0,70.0,114.0,72.0,178.0,72.0,87.0,40.0,143.0,100.0,154.0,60.0,192.0,100.0,207.0,80.0,213.0,100.0,49.0,0.0,112.0,241.0,182.0,7.0,11.0
2013J,509034,F,London Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-142.0,,59.0,65.0,121.0,70.0,167.0,75.0,95.0,80.0,139.0,100.0,174.0,80.0,202.0,100.0,202.0,100.0,215.0,100.0,132.0,1.0,268.0,270.0,92.0,111.0,74.0
2013J,509277,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-100.0,,58.0,55.0,118.0,55.0,170.0,84.0,94.0,100.0,132.0,100.0,151.0,80.0,207.0,100.0,213.0,80.0,229.0,100.0,703.0,4.0,255.0,397.0,90.0,38.0,27.0
2013J,510533,M,London Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-66.0,,61.0,65.0,124.0,80.0,172.0,80.0,164.0,100.0,164.0,100.0,164.0,100.0,192.0,100.0,230.0,80.0,230.0,100.0,0.0,1.0,55.0,57.0,132.0,25.0,13.0
2013J,510737,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-45.0,,60.0,40.0,133.0,40.0,187.0,50.0,216.0,40.0,216.0,60.0,216.0,64.0,216.0,60.0,216.0,40.0,,,4.0,0.0,61.0,26.0,77.0,24.0,19.0
2013J,511571,F,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-26.0,,54.0,85.0,116.0,90.0,171.0,90.0,97.0,100.0,135.0,100.0,152.0,100.0,200.0,100.0,201.0,100.0,227.0,100.0,109.0,0.0,297.0,654.0,193.0,46.0,23.0
2013J,512258,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-143.0,,68.0,65.0,123.0,85.0,173.0,70.0,104.0,100.0,136.0,100.0,151.0,100.0,185.0,100.0,200.0,80.0,213.0,100.0,279.0,38.0,373.0,327.0,212.0,31.0,37.0
2013J,514699,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-24.0,,66.0,75.0,,,,,,,,,,,,,,,,,42.0,0.0,12.0,32.0,0.0,5.0,2.0
2013J,515496,M,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-24.0,,56.0,85.0,124.0,85.0,175.0,87.0,108.0,100.0,143.0,100.0,164.0,80.0,,,200.0,80.0,,,0.0,0.0,107.0,276.0,78.0,34.0,12.0
2013J,516434,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,-26.0,,54.0,64.0,124.0,60.0,177.0,62.0,105.0,100.0,131.0,40.0,150.0,100.0,200.0,100.0,200.0,60.0,,,0.0,2.0,116.0,313.0,149.0,35.0,37.0
2013J,519091,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,-53.0,,61.0,65.0,128.0,60.0,174.0,84.0,105.0,100.0,174.0,100.0,175.0,100.0,221.0,80.0,221.0,80.0,222.0,100.0,54.0,0.0,100.0,232.0,106.0,25.0,25.0
2013J,519185,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-74.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,1.0
2013J,521164,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,Y,Distinction,-25.0,,60.0,85.0,122.0,85.0,179.0,80.0,159.0,100.0,179.0,100.0,180.0,100.0,228.0,100.0,228.0,100.0,228.0,100.0,15.0,0.0,23.0,121.0,100.0,3.0,3.0
2013J,522561,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,-25.0,,58.0,80.0,127.0,60.0,186.0,52.0,213.0,100.0,213.0,80.0,213.0,100.0,213.0,100.0,223.0,60.0,230.0,80.0,98.0,4.0,117.0,287.0,158.0,31.0,22.0
2013J,522731,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-38.0,,52.0,65.0,105.0,68.0,170.0,50.0,175.0,60.0,175.0,20.0,,,231.0,80.0,231.0,20.0,231.0,80.0,14.0,0.0,68.0,40.0,114.0,22.0,41.0
2013J,523419,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,-23.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0
2013J,523803,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,90,Y,Pass,-58.0,,60.0,65.0,124.0,75.0,176.0,79.0,158.0,100.0,158.0,100.0,230.0,100.0,229.0,100.0,229.0,80.0,229.0,80.0,6.0,0.0,59.0,113.0,76.0,60.0,12.0
2013J,527742,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,-113.0,,58.0,80.0,118.0,85.0,172.0,90.0,213.0,100.0,213.0,100.0,229.0,80.0,229.0,60.0,,,,,98.0,0.0,51.0,14.0,88.0,5.0,8.0
2013J,528515,F,South West Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn,-59.0,228.0,47.0,70.0,123.0,70.0,172.0,15.0,108.0,100.0,129.0,100.0,149.0,100.0,185.0,80.0,199.0,60.0,214.0,100.0,311.0,0.0,240.0,321.0,97.0,108.0,13.0
2013J,530826,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,531224,F,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-173.0,,45.0,65.0,122.0,73.0,200.0,78.0,178.0,80.0,178.0,80.0,178.0,92.0,200.0,80.0,200.0,20.0,215.0,80.0,0.0,0.0,37.0,16.0,115.0,2.0,3.0
2013J,534251,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,-113.0,,62.0,45.0,124.0,80.0,174.0,70.0,231.0,80.0,231.0,100.0,231.0,100.0,231.0,80.0,,,,,0.0,3.0,39.0,53.0,79.0,10.0,6.0
2013J,534647,M,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,-25.0,,61.0,64.0,124.0,60.0,,,,,,,,,,,,,,,301.0,10.0,119.0,76.0,0.0,30.0,24.0
2013J,536647,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,-17.0,,60.0,65.0,123.0,80.0,172.0,80.0,213.0,100.0,213.0,100.0,213.0,100.0,213.0,100.0,213.0,100.0,213.0,100.0,0.0,0.0,58.0,197.0,140.0,14.0,11.0
2013J,537181,F,South Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-38.0,,59.0,74.0,123.0,74.0,173.0,69.0,97.0,100.0,147.0,80.0,152.0,100.0,202.0,100.0,208.0,100.0,215.0,80.0,10.0,9.0,68.0,193.0,99.0,16.0,8.0
2013J,537662,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-26.0,,61.0,75.0,121.0,75.0,171.0,75.0,89.0,100.0,201.0,100.0,228.0,80.0,228.0,100.0,228.0,100.0,228.0,60.0,34.0,0.0,83.0,29.0,140.0,20.0,5.0
2013J,537670,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,Y,Fail,-36.0,,61.0,61.0,123.0,54.0,166.0,48.0,87.0,80.0,149.0,100.0,168.0,40.0,229.0,80.0,229.0,60.0,,,0.0,5.0,193.0,237.0,98.0,74.0,35.0
2013J,539436,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,-102.0,,42.0,83.0,113.0,93.0,170.0,98.0,87.0,100.0,136.0,100.0,150.0,100.0,200.0,100.0,200.0,60.0,,,995.0,4.0,513.0,262.0,88.0,49.0,60.0
2013J,541252,F,South West Region,Lower Than A Level,60-70%,0-35,0,150,N,Pass,-22.0,,58.0,85.0,115.0,70.0,170.0,85.0,90.0,40.0,215.0,80.0,215.0,100.0,215.0,100.0,215.0,40.0,228.0,40.0,3.0,0.0,37.0,14.0,105.0,21.0,7.0
2013J,543557,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-36.0,14.0,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,1.0,0.0,2.0,0.0
2013J,544615,F,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-37.0,,47.0,65.0,124.0,60.0,173.0,55.0,103.0,100.0,216.0,40.0,216.0,100.0,216.0,100.0,230.0,100.0,231.0,80.0,38.0,0.0,58.0,94.0,80.0,11.0,24.0
2013J,544898,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-120.0,,83.0,60.0,114.0,65.0,,,108.0,80.0,159.0,100.0,,,,,,,,,22.0,1.0,65.0,91.0,47.0,15.0,4.0
2013J,545313,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,-45.0,,,,,,,,,,,,,,,,,,,,21.0,0.0,35.0,37.0,1.0,19.0,9.0
2013J,545785,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-43.0,,54.0,68.0,123.0,78.0,172.0,45.0,178.0,100.0,178.0,80.0,178.0,60.0,223.0,100.0,221.0,100.0,229.0,100.0,48.0,0.0,79.0,149.0,107.0,17.0,14.0
2013J,546097,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-24.0,,56.0,55.0,124.0,70.0,173.0,82.0,94.0,100.0,149.0,100.0,159.0,100.0,207.0,100.0,207.0,100.0,222.0,80.0,45.0,0.0,92.0,352.0,109.0,15.0,8.0
2013J,546192,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-67.0,,52.0,75.0,114.0,86.0,163.0,89.0,87.0,100.0,131.0,100.0,149.0,100.0,185.0,100.0,199.0,100.0,213.0,100.0,35.0,0.0,81.0,287.0,106.0,10.0,5.0
2013J,546457,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-124.0,,81.0,55.0,124.0,65.0,174.0,60.0,101.0,80.0,151.0,100.0,151.0,100.0,196.0,100.0,208.0,100.0,213.0,80.0,7.0,8.0,41.0,169.0,95.0,8.0,29.0
2013J,546754,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,-26.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,2.0,0.0,7.0,1.0
2013J,547440,M,North Western Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,-129.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,548190,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,-38.0,,47.0,61.0,116.0,60.0,170.0,74.0,94.0,100.0,132.0,100.0,164.0,100.0,186.0,100.0,200.0,60.0,220.0,80.0,194.0,3.0,236.0,242.0,125.0,56.0,27.0
2013J,548388,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-135.0,,52.0,50.0,114.0,55.0,178.0,55.0,87.0,80.0,140.0,60.0,180.0,52.0,185.0,100.0,207.0,100.0,223.0,40.0,17.0,0.0,95.0,26.0,112.0,9.0,13.0
2013J,549887,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,-163.0,,56.0,55.0,119.0,65.0,170.0,65.0,90.0,100.0,129.0,100.0,151.0,100.0,185.0,100.0,214.0,100.0,227.0,100.0,328.0,1.0,192.0,244.0,146.0,41.0,24.0
2013J,549909,M,East Anglian Region,HE Qualification,70-80%,0-35,0,90,N,Distinction,-148.0,,60.0,48.0,122.0,65.0,172.0,70.0,91.0,100.0,161.0,60.0,161.0,72.0,199.0,80.0,,,,,32.0,1.0,156.0,461.0,107.0,19.0,11.0
2013J,549973,M,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-42.0,,57.0,58.0,128.0,60.0,171.0,50.0,130.0,100.0,,,,,,,,,,,0.0,0.0,28.0,51.0,33.0,6.0,3.0
2013J,551389,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-37.0,,61.0,70.0,124.0,55.0,173.0,65.0,97.0,80.0,146.0,100.0,153.0,100.0,192.0,100.0,199.0,100.0,220.0,100.0,103.0,5.0,148.0,295.0,106.0,27.0,28.0
2013J,551545,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-79.0,,,,,,,,,,,,,,,,,,,,14.0,2.0,35.0,17.0,0.0,20.0,13.0
2013J,552750,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-151.0,,44.0,70.0,121.0,70.0,169.0,78.0,96.0,100.0,135.0,100.0,150.0,60.0,186.0,80.0,,,,,65.0,1.0,98.0,216.0,80.0,21.0,5.0
2013J,553643,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Distinction,-102.0,,57.0,73.0,123.0,76.0,186.0,80.0,115.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0,80.0,229.0,100.0,36.0,0.0,72.0,83.0,102.0,8.0,10.0
2013J,554967,F,North Western Region,A Level or Equivalent,10-20,0-35,0,45,N,Pass,-38.0,,64.0,30.0,123.0,40.0,206.0,42.0,108.0,20.0,227.0,60.0,230.0,64.0,230.0,60.0,230.0,20.0,230.0,60.0,36.0,2.0,180.0,100.0,119.0,45.0,47.0
2013J,556509,F,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,-43.0,,61.0,64.0,123.0,70.0,176.0,35.0,122.0,60.0,131.0,60.0,152.0,100.0,185.0,40.0,215.0,80.0,215.0,100.0,23.0,0.0,131.0,81.0,109.0,12.0,24.0
2013J,556520,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction,-169.0,,56.0,90.0,121.0,85.0,172.0,85.0,90.0,100.0,132.0,100.0,154.0,60.0,194.0,100.0,207.0,100.0,215.0,100.0,483.0,10.0,374.0,555.0,113.0,37.0,81.0
2013J,556523,F,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-19.0,,60.0,58.0,124.0,80.0,173.0,85.0,103.0,100.0,138.0,100.0,165.0,100.0,,,,,215.0,100.0,26.0,3.0,140.0,147.0,70.0,46.0,20.0
2013J,557031,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-79.0,,61.0,50.0,,,,,,,,,,,,,,,,,11.0,0.0,5.0,2.0,0.0,2.0,3.0
2013J,557085,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-32.0,,58.0,100.0,117.0,95.0,172.0,90.0,89.0,100.0,147.0,100.0,150.0,100.0,194.0,100.0,199.0,100.0,213.0,100.0,282.0,6.0,277.0,225.0,156.0,19.0,29.0
2013J,559919,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-86.0,,60.0,90.0,123.0,75.0,221.0,80.0,94.0,100.0,167.0,60.0,209.0,100.0,210.0,100.0,210.0,80.0,213.0,100.0,69.0,4.0,82.0,233.0,107.0,10.0,21.0
2013J,560328,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,-88.0,,53.0,50.0,114.0,55.0,170.0,35.0,110.0,80.0,149.0,100.0,160.0,92.0,207.0,100.0,216.0,60.0,221.0,60.0,158.0,1.0,165.0,142.0,105.0,8.0,18.0
2013J,560374,F,South West Region,Lower Than A Level,30-40%,0-35,0,45,N,Pass,-24.0,,60.0,55.0,123.0,60.0,184.0,61.0,207.0,80.0,207.0,80.0,,,207.0,100.0,229.0,40.0,,,0.0,0.0,51.0,50.0,65.0,5.0,8.0
2013J,560653,M,London Region,Lower Than A Level,20-30%,35-55,0,45,N,Pass,-96.0,,51.0,60.0,121.0,65.0,170.0,70.0,125.0,100.0,149.0,60.0,185.0,80.0,187.0,100.0,199.0,100.0,213.0,80.0,226.0,105.0,322.0,590.0,207.0,140.0,75.0
2013J,561148,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-79.0,,30.0,70.0,100.0,70.0,171.0,65.0,87.0,80.0,129.0,80.0,149.0,100.0,185.0,80.0,213.0,100.0,213.0,60.0,139.0,0.0,114.0,111.0,94.0,10.0,15.0
2013J,561163,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,45,N,Pass,-26.0,,53.0,45.0,122.0,40.0,171.0,35.0,125.0,80.0,132.0,100.0,154.0,48.0,227.0,40.0,229.0,60.0,229.0,80.0,25.0,17.0,235.0,647.0,152.0,63.0,22.0
2013J,561884,F,South East Region,A Level or Equivalent,70-80%,0-35,0,75,N,Pass,-29.0,,65.0,65.0,124.0,70.0,173.0,80.0,111.0,100.0,154.0,100.0,158.0,100.0,201.0,100.0,210.0,60.0,230.0,80.0,9.0,0.0,133.0,220.0,117.0,59.0,24.0
2013J,562696,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Distinction,-81.0,,45.0,80.0,121.0,80.0,166.0,75.0,87.0,100.0,130.0,100.0,152.0,100.0,186.0,100.0,201.0,100.0,228.0,100.0,239.0,0.0,230.0,1123.0,148.0,27.0,38.0
2013J,562913,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-106.0,,56.0,45.0,125.0,35.0,170.0,50.0,103.0,60.0,143.0,60.0,186.0,60.0,187.0,100.0,207.0,80.0,220.0,100.0,0.0,3.0,280.0,1214.0,149.0,112.0,65.0
