code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
2013B,182824,F,East Anglian Region,Lower Than A Level,0-10%,35-55,2,120,N,Pass,-43.0,,19.0,71.0,46.0,75.0,88.0,70.0,124.0,70.0,159.0,73.0,188.0,75.0,60.0,80.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,57.0,0.0,53.0,,1.0,0.0,82.0,10.0,0.0,26.0,10.0
2013B,183806,F,South West Region,A Level or Equivalent,80-90%,35-55,1,225,Y,Fail,-104.0,,18.0,85.0,,,,,,,,,,,-1.0,100.0,,,-1.0,100.0,,,,,94.0,0.0,33.0,,0.0,0.0,0.0,3.0,0.0,15.0,4.0
2013B,185240,F,West Midlands Region,Lower Than A Level,40-50%,35-55,1,120,N,Withdrawn,-87.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,185349,F,Scotland,Lower Than A Level,30-40%,35-55,2,60,N,Pass,-54.0,,14.0,79.0,44.0,82.0,88.0,78.0,123.0,77.0,156.0,75.0,185.0,74.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,80.0,3693.0,3.0,813.0,,0.0,1.0,98.0,25.0,0.0,54.0,15.0
2013B,186670,F,Yorkshire Region,HE Qualification,40-50%,35-55,1,60,N,Fail,-11.0,,18.0,60.0,65.0,81.0,99.0,73.0,188.0,75.0,189.0,72.0,,,60.0,40.0,,,126.0,80.0,,,189.0,100.0,44.0,0.0,60.0,,0.0,0.0,61.0,13.0,0.0,38.0,16.0
2013B,186780,F,North Western Region,A Level or Equivalent,10-20,35-55,2,120,Y,Withdrawn,-117.0,213.0,77.0,,77.0,,,,,,,,,,,,,,,,,,,,7.0,0.0,8.0,,0.0,0.0,0.0,6.0,0.0,6.0,3.0
2013B,186988,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,-15.0,,24.0,53.0,54.0,30.0,100.0,56.0,142.0,50.0,,,,,60.0,100.0,,,126.0,100.0,164.0,80.0,189.0,100.0,131.0,1.0,51.0,,1.0,0.0,107.0,12.0,0.0,39.0,26.0
2013B,187793,F,North Western Region,Lower Than A Level,10-20,35-55,1,120,Y,Fail,-127.0,,18.0,50.0,48.0,67.0,95.0,58.0,124.0,62.0,,,187.0,61.0,60.0,80.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,60.0,1974.0,18.0,635.0,,1.0,0.0,153.0,4.0,0.0,24.0,8.0
2013B,188152,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,-19.0,,18.0,87.0,46.0,95.0,87.0,93.0,122.0,90.0,157.0,88.0,183.0,90.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,60.0,648.0,2.0,488.0,,1.0,0.0,65.0,35.0,0.0,70.0,5.0
2013B,192424,M,Wales,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-74.0,,17.0,80.0,48.0,78.0,83.0,73.0,122.0,79.0,158.0,65.0,181.0,72.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,314.0,0.0,254.0,,2.0,9.0,75.0,57.0,0.0,120.0,21.0
2013B,193822,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Pass,-25.0,,18.0,70.0,47.0,77.0,95.0,80.0,133.0,85.0,172.0,75.0,,,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,1549.0,0.0,386.0,,3.0,0.0,79.0,24.0,0.0,52.0,31.0
2013B,197595,F,London Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-24.0,,18.0,75.0,46.0,75.0,92.0,72.0,130.0,80.0,159.0,75.0,186.0,73.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,60.0,507.0,2.0,300.0,,1.0,2.0,80.0,24.0,0.0,138.0,57.0
2013B,198956,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-29.0,,18.0,89.0,46.0,95.0,83.0,87.0,,,162.0,85.0,187.0,75.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,2123.0,1.0,689.0,,0.0,10.0,111.0,86.0,2.0,213.0,27.0
2013B,199520,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-22.0,,17.0,75.0,45.0,74.0,87.0,83.0,121.0,83.0,142.0,82.0,186.0,79.0,60.0,100.0,95.0,80.0,126.0,60.0,164.0,100.0,189.0,100.0,831.0,0.0,320.0,,1.0,0.0,143.0,18.0,0.0,26.0,21.0
2013B,200863,F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-77.0,25.0,,,,,,,,,,,,,,,,,,,,,,,53.0,0.0,39.0,,2.0,0.0,1.0,17.0,0.0,25.0,11.0
2013B,200905,F,London Region,HE Qualification,0-10%,0-35,1,60,N,Fail,-121.0,,19.0,66.0,47.0,50.0,89.0,66.0,124.0,35.0,159.0,40.0,187.0,29.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,60.0,189.0,40.0,1175.0,4.0,624.0,,2.0,2.0,154.0,190.0,2.0,273.0,88.0
2013B,203108,F,South West Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail,-117.0,,19.0,85.0,51.0,61.0,89.0,72.0,,,,,,,60.0,100.0,95.0,100.0,,,,,,,19.0,0.0,38.0,,1.0,0.0,29.0,17.0,0.0,17.0,2.0
2013B,203481,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-34.0,,19.0,79.0,44.0,75.0,85.0,63.0,116.0,72.0,154.0,69.0,181.0,65.0,60.0,100.0,95.0,60.0,126.0,100.0,164.0,100.0,189.0,80.0,736.0,1.0,234.0,,0.0,0.0,72.0,45.0,0.0,34.0,14.0
2013B,203652,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,180,Y,Fail,-22.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10.0,,3.0,0.0,0.0,3.0,0.0,7.0,5.0
2013B,204746,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-25.0,,17.0,78.0,47.0,64.0,89.0,75.0,124.0,65.0,159.0,73.0,187.0,72.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,80.0,180.0,0.0,124.0,,1.0,0.0,66.0,6.0,0.0,33.0,0.0
2013B,205231,F,Scotland,Lower Than A Level,10-20,35-55,1,60,N,Fail,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,226374,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-115.0,,18.0,78.0,46.0,72.0,88.0,62.0,,,158.0,73.0,186.0,71.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,80.0,118.0,0.0,119.0,,1.0,0.0,116.0,7.0,0.0,15.0,3.0
2013B,226827,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-72.0,,16.0,81.0,46.0,83.0,87.0,82.0,123.0,84.0,156.0,85.0,185.0,83.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,876.0,0.0,304.0,,2.0,0.0,130.0,41.0,0.0,54.0,26.0
2013B,228049,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-54.0,11.0,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,4.0,,0.0,0.0,0.0,2.0,0.0,2.0,1.0
2013B,228235,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,120,N,Withdrawn,-127.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,229240,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-34.0,,17.0,69.0,46.0,62.0,89.0,60.0,123.0,78.0,159.0,75.0,185.0,85.0,60.0,100.0,95.0,60.0,126.0,80.0,164.0,80.0,189.0,40.0,142.0,3.0,117.0,,2.0,0.0,67.0,29.0,0.0,44.0,17.0
2013B,229426,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-25.0,,11.0,75.0,58.0,85.0,88.0,90.0,123.0,83.0,156.0,75.0,182.0,85.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,100.0,,,84.0,1.0,91.0,,0.0,0.0,63.0,25.0,0.0,55.0,10.0
2013B,230348,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,2,585,N,Withdrawn,-121.0,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,232600,F,North Western Region,Lower Than A Level,10-20,0-35,2,60,N,Withdrawn,-59.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,232695,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-108.0,,18.0,75.0,46.0,72.0,89.0,68.0,124.0,79.0,158.0,78.0,183.0,72.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,703.0,2.0,336.0,,2.0,0.0,78.0,63.0,0.0,79.0,11.0
2013B,232745,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn,-77.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,235097,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,Y,Fail,-85.0,,18.0,61.0,50.0,72.0,,,,,,,,,60.0,80.0,95.0,80.0,126.0,60.0,,,,,559.0,0.0,214.0,,2.0,0.0,60.0,15.0,0.0,14.0,13.0
2013B,237304,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-17.0,,21.0,45.0,49.0,69.0,101.0,81.0,,,,,,,60.0,100.0,,,126.0,100.0,164.0,100.0,,,28.0,0.0,56.0,,0.0,0.0,49.0,26.0,0.0,45.0,7.0
2013B,237913,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-12.0,,19.0,88.0,55.0,81.0,91.0,73.0,,,,,,,60.0,100.0,95.0,60.0,126.0,100.0,,,,,823.0,2.0,329.0,,1.0,0.0,55.0,28.0,0.0,55.0,23.0
2013B,242149,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,-89.0,123.0,17.0,75.0,46.0,54.0,,,,,,,,,60.0,60.0,95.0,80.0,,,,,,,145.0,0.0,115.0,,0.0,0.0,35.0,13.0,0.0,15.0,5.0
2013B,245404,F,North Western Region,Lower Than A Level,10-20,35-55,1,60,N,Fail,-44.0,,18.0,86.0,54.0,65.0,,,,,,,,,60.0,100.0,,,,,,,,,325.0,0.0,60.0,,1.0,0.0,28.0,17.0,0.0,40.0,17.0
2013B,247267,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-79.0,,18.0,85.0,47.0,84.0,104.0,88.0,,,,,187.0,13.0,60.0,80.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,152.0,0.0,141.0,,1.0,0.0,76.0,63.0,0.0,115.0,11.0
2013B,248103,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-101.0,,18.0,77.0,46.0,78.0,89.0,78.0,124.0,75.0,154.0,77.0,187.0,79.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,100.0,467.0,1.0,139.0,,1.0,1.0,81.0,17.0,0.0,34.0,3.0
2013B,249534,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-162.0,,19.0,59.0,46.0,73.0,88.0,71.0,124.0,82.0,158.0,70.0,187.0,73.0,60.0,80.0,95.0,100.0,126.0,60.0,164.0,60.0,189.0,60.0,321.0,0.0,165.0,,2.0,3.0,61.0,35.0,0.0,54.0,8.0
2013B,251351,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-93.0,,18.0,82.0,53.0,83.0,88.0,85.0,133.0,84.0,166.0,78.0,,,60.0,100.0,95.0,100.0,,,164.0,100.0,189.0,80.0,397.0,0.0,139.0,,0.0,0.0,52.0,6.0,0.0,11.0,5.0
2013B,252340,F,Scotland,A Level or Equivalent,80-90%,0-35,2,120,Y,Fail,-17.0,,9.0,78.0,46.0,78.0,88.0,74.0,,,,,,,60.0,80.0,95.0,100.0,,,,,,,103.0,0.0,55.0,,0.0,0.0,39.0,0.0,0.0,1.0,2.0
2013B,252652,F,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-86.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,253250,F,North Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-24.0,34.0,,,,,,,,,,,,,,,,,,,,,,,889.0,6.0,197.0,,1.0,3.0,0.0,20.0,0.0,34.0,12.0
2013B,255347,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-24.0,,15.0,80.0,46.0,90.0,93.0,90.0,124.0,87.0,173.0,90.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,831.0,0.0,370.0,,0.0,39.0,104.0,118.0,0.0,226.0,41.0
2013B,255998,F,London Region,Lower Than A Level,50-60%,35-55,2,60,N,Pass,-51.0,,19.0,49.0,47.0,54.0,89.0,41.0,123.0,46.0,159.0,48.0,187.0,58.0,60.0,60.0,95.0,0.0,126.0,100.0,164.0,80.0,189.0,80.0,194.0,1.0,70.0,,0.0,1.0,91.0,14.0,0.0,28.0,9.0
2013B,256215,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,150,Y,Withdrawn,-127.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,258402,F,South Region,A Level or Equivalent,40-50%,0-35,1,180,N,Withdrawn,-108.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013B,259182,M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,-115.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,262294,F,North Western Region,Lower Than A Level,0-10%,0-35,2,60,Y,Withdrawn,-24.0,208.0,19.0,30.0,47.0,58.0,,,,,152.0,,,,60.0,60.0,,,126.0,80.0,,,,,759.0,0.0,99.0,,1.0,4.0,34.0,27.0,0.0,30.0,16.0
2013B,262454,F,South Region,A Level or Equivalent,40-50%,0-35,1,120,Y,Fail,-88.0,,19.0,70.0,47.0,63.0,89.0,61.0,132.0,66.0,,,203.0,61.0,60.0,100.0,95.0,100.0,126.0,60.0,,,189.0,60.0,193.0,0.0,78.0,,0.0,0.0,52.0,14.0,0.0,24.0,12.0
2013B,262741,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-59.0,,19.0,84.0,47.0,74.0,85.0,71.0,124.0,73.0,159.0,63.0,197.0,75.0,60.0,60.0,95.0,80.0,126.0,60.0,164.0,100.0,189.0,80.0,1185.0,1.0,500.0,,2.0,1.0,94.0,60.0,0.0,94.0,16.0
2013B,263499,F,Ireland,Lower Than A Level,40-50%,35-55,0,325,N,Pass,-107.0,,18.0,73.0,40.0,58.0,60.0,59.0,120.0,61.0,157.0,69.0,185.0,70.0,60.0,100.0,95.0,60.0,126.0,80.0,164.0,100.0,189.0,60.0,4586.0,13.0,1421.0,,1.0,9.0,140.0,136.0,1.0,286.0,70.0
2013B,263531,F,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn,-47.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,265405,F,North Western Region,Lower Than A Level,80-90%,35-55,1,60,N,Withdrawn,-85.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,265958,F,North Western Region,Lower Than A Level,10-20,0-35,2,120,N,Withdrawn,-53.0,95.0,19.0,80.0,36.0,82.0,,,,,,,,,60.0,80.0,,,,,,,,,189.0,0.0,63.0,,0.0,0.0,18.0,6.0,0.0,11.0,6.0
2013B,267761,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,-131.0,,17.0,80.0,44.0,82.0,,,123.0,73.0,157.0,75.0,186.0,13.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,100.0,302.0,1.0,196.0,,1.0,0.0,77.0,16.0,0.0,40.0,20.0
2013B,267853,F,Ireland,Lower Than A Level,20-30%,35-55,0,120,N,Fail,-19.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2013B,269076,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn,-23.0,48.0,15.0,64.0,,,,,,,,,,,,,,,,,,,,,365.0,0.0,164.0,,1.0,0.0,6.0,9.0,0.0,22.0,18.0
2013B,269289,F,South Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn,-137.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,270399,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-30.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,5.0,,0.0,0.0,0.0,4.0,0.0,3.0,1.0
2013B,270567,F,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-34.0,,18.0,85.0,45.0,65.0,88.0,70.0,127.0,66.0,158.0,72.0,,,60.0,80.0,95.0,100.0,126.0,40.0,164.0,100.0,189.0,80.0,367.0,0.0,296.0,,0.0,23.0,68.0,8.0,0.0,24.0,7.0
2013B,271036,F,Ireland,Lower Than A Level,80-90%,35-55,3,60,N,Pass,-9.0,,13.0,62.0,46.0,80.0,89.0,73.0,124.0,77.0,158.0,79.0,187.0,55.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,314.0,0.0,213.0,,0.0,3.0,118.0,101.0,0.0,96.0,23.0
2013B,272580,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-19.0,,16.0,80.0,45.0,76.0,89.0,84.0,124.0,74.0,159.0,73.0,187.0,84.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,405.0,0.0,191.0,,1.0,1.0,78.0,24.0,0.0,32.0,9.0
2013B,273731,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-16.0,,13.0,80.0,38.0,72.0,87.0,77.0,117.0,65.0,167.0,60.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,,,325.0,0.0,201.0,,1.0,1.0,60.0,31.0,0.0,68.0,17.0
2013B,273877,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-28.0,,19.0,58.0,,,89.0,40.0,124.0,50.0,159.0,47.0,187.0,63.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,60.0,189.0,60.0,123.0,2.0,82.0,,0.0,2.0,89.0,13.0,0.0,31.0,10.0
2013B,276717,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,-256.0,,18.0,90.0,47.0,78.0,88.0,88.0,123.0,87.0,158.0,85.0,184.0,74.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,60.0,189.0,80.0,1708.0,0.0,828.0,,0.0,9.0,80.0,23.0,0.0,77.0,30.0
2013B,277733,F,Scotland,HE Qualification,30-40%,0-35,1,60,Y,Pass,-89.0,,17.0,73.0,46.0,81.0,96.0,74.0,130.0,65.0,160.0,65.0,,,60.0,60.0,95.0,40.0,126.0,40.0,,,189.0,20.0,391.0,6.0,185.0,,0.0,1.0,64.0,20.0,0.0,29.0,8.0
2013B,278447,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-45.0,,19.0,82.0,46.0,87.0,89.0,81.0,123.0,75.0,158.0,83.0,186.0,75.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,221.0,0.0,138.0,,1.0,1.0,102.0,15.0,0.0,25.0,8.0
2013B,280962,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Fail,-53.0,,,,,,,,,,,,,,,,,,,,,,,,52.0,0.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013B,281564,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-16.0,,17.0,60.0,46.0,62.0,83.0,67.0,131.0,56.0,159.0,79.0,186.0,58.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,60.0,189.0,80.0,1754.0,3.0,586.0,,0.0,0.0,70.0,4.0,0.0,18.0,8.0
2013B,284076,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-28.0,,11.0,71.0,44.0,72.0,86.0,66.0,123.0,60.0,159.0,74.0,187.0,61.0,60.0,100.0,95.0,80.0,126.0,40.0,164.0,100.0,189.0,60.0,300.0,3.0,128.0,,0.0,0.0,75.0,15.0,0.0,27.0,9.0
2013B,285633,F,West Midlands Region,HE Qualification,20-30%,0-35,1,120,Y,Fail,-25.0,,17.0,61.0,44.0,53.0,86.0,57.0,121.0,48.0,158.0,61.0,186.0,58.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,60.0,189.0,60.0,92.0,0.0,60.0,,1.0,4.0,76.0,22.0,0.0,20.0,12.0
2013B,285912,F,Wales,HE Qualification,50-60%,35-55,0,90,N,Pass,-43.0,,18.0,83.0,41.0,55.0,88.0,84.0,123.0,72.0,158.0,80.0,184.0,79.0,60.0,80.0,95.0,100.0,126.0,60.0,164.0,80.0,189.0,100.0,290.0,0.0,176.0,,0.0,0.0,80.0,16.0,0.0,34.0,4.0
2013B,288380,F,South West Region,Lower Than A Level,50-60%,0-35,3,120,Y,Fail,-82.0,,25.0,54.0,,,,,,,,,,,-1.0,80.0,-1.0,100.0,,,,,,,12.0,0.0,5.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013B,288990,M,West Midlands Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn,-47.0,198.0,23.0,51.0,47.0,41.0,93.0,48.0,,,,,,,60.0,40.0,,,,,,,,,42.0,0.0,17.0,,0.0,0.0,14.0,1.0,0.0,6.0,7.0
2013B,290550,F,Ireland,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-43.0,,18.0,74.0,53.0,68.0,87.0,90.0,123.0,90.0,166.0,82.0,186.0,83.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,100.0,189.0,100.0,15.0,0.0,63.0,,0.0,0.0,68.0,12.0,0.0,16.0,3.0
2013B,291037,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,-156.0,,17.0,61.0,47.0,65.0,89.0,70.0,123.0,55.0,158.0,55.0,186.0,65.0,60.0,80.0,95.0,60.0,126.0,60.0,164.0,60.0,189.0,20.0,91.0,1.0,193.0,,1.0,1.0,131.0,46.0,0.0,74.0,31.0
2013B,291194,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,-68.0,,18.0,71.0,53.0,70.0,88.0,75.0,,,158.0,75.0,186.0,81.0,60.0,100.0,95.0,80.0,,,164.0,100.0,189.0,100.0,383.0,0.0,180.0,,1.0,0.0,53.0,30.0,0.0,32.0,10.0
2013B,291701,F,South West Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,-121.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,292027,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-50.0,22.0,14.0,80.0,,,,,,,,,,,,,,,,,,,,,63.0,0.0,38.0,,0.0,0.0,0.0,0.0,0.0,4.0,3.0
2013B,294381,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-50.0,,18.0,71.0,53.0,77.0,89.0,70.0,,,,,,,60.0,100.0,95.0,100.0,126.0,80.0,,,,,126.0,0.0,137.0,,1.0,0.0,40.0,4.0,0.0,19.0,11.0
2013B,294961,F,London Region,A Level or Equivalent,10-20,0-35,2,300,N,Pass,-233.0,,18.0,65.0,54.0,85.0,98.0,80.0,,,164.0,60.0,,,60.0,80.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,195.0,0.0,121.0,,1.0,1.0,81.0,48.0,0.0,81.0,8.0
2013B,294999,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-65.0,72.0,18.0,62.0,46.0,40.0,,,,,,,,,,,,,,,,,,,30.0,0.0,19.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2013B,295754,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-12.0,,19.0,83.0,47.0,75.0,89.0,64.0,124.0,73.0,159.0,79.0,187.0,76.0,60.0,100.0,,,126.0,100.0,164.0,100.0,189.0,80.0,252.0,0.0,143.0,,0.0,0.0,72.0,59.0,0.0,89.0,11.0
2013B,296408,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,3,180,Y,Withdrawn,-227.0,-117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,297484,F,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-170.0,,15.0,88.0,44.0,80.0,88.0,70.0,115.0,80.0,156.0,75.0,,,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,1948.0,0.0,634.0,,0.0,14.0,99.0,36.0,0.0,70.0,11.0
2013B,298322,F,East Anglian Region,HE Qualification,30-40%,35-55,1,120,N,Pass,-100.0,,16.0,67.0,45.0,67.0,84.0,45.0,121.0,67.0,157.0,53.0,185.0,57.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,159.0,0.0,141.0,,0.0,0.0,65.0,88.0,0.0,63.0,6.0
2013B,298476,F,North Region,A Level or Equivalent,70-80%,0-35,2,130,N,Pass,-21.0,,19.0,73.0,47.0,71.0,89.0,79.0,124.0,68.0,159.0,68.0,187.0,59.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,509.0,2.0,257.0,,0.0,1.0,75.0,65.0,0.0,99.0,6.0
2013B,299561,F,South Region,A Level or Equivalent,40-50%,35-55,1,60,Y,Withdrawn,-128.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,302550,M,South Region,Lower Than A Level,40-50%,35-55,1,180,N,Withdrawn,-198.0,-163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013B,305945,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-53.0,57.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,,0.0,0.0,0.0,2.0,0.0,5.0,0.0
2013B,306886,F,South Region,Lower Than A Level,90-100%,0-35,0,150,N,Pass,-79.0,,22.0,65.0,61.0,64.0,88.0,64.0,123.0,62.0,152.0,55.0,174.0,60.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,21.0,0.0,34.0,,1.0,0.0,65.0,6.0,0.0,26.0,2.0
2013B,306984,M,North Region,Lower Than A Level,20-30%,35-55,3,60,N,Withdrawn,-123.0,27.0,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,29.0,,4.0,0.0,0.0,17.0,0.0,30.0,9.0
