code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014B,187435,F,South Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,-1.0,,32.0,98.0,105.0,99.0,164.0,98.0,198.0,92.0,20.0,90.0,69.0,100.0,139.0,98.0,209.0,85.0,230.0,98.0,359.0,295.0,0.0,54.0,2.0,652.0,202.0,279.0,8.0
2014B,189428,F,South Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,-23.0,,,,,,,,,,20.0,80.0,69.0,89.0,139.0,88.0,209.0,72.0,234.0,94.0,8.0,147.0,0.0,2.0,1.0,416.0,57.0,73.0,11.0
2014B,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,-73.0,,32.0,54.0,110.0,51.0,158.0,40.0,200.0,45.0,20.0,20.0,69.0,52.0,139.0,58.0,209.0,59.0,230.0,54.0,131.0,453.0,9.0,737.0,3.0,1167.0,135.0,348.0,8.0
2014B,191000,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Withdrawn,-124.0,20.0,,,,,,,,,,,,,,,,,,,0.0,25.0,0.0,25.0,0.0,26.0,12.0,2.0,5.0
2014B,191797,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-27.0,,39.0,90.0,109.0,84.0,149.0,86.0,200.0,77.0,20.0,80.0,69.0,84.0,139.0,65.0,209.0,100.0,230.0,50.0,17.0,139.0,0.0,145.0,4.0,273.0,37.0,108.0,5.0
2014B,193163,M,Scotland,HE Qualification,70-80%,35-55,0,90,N,Fail,-29.0,,32.0,88.0,,,158.0,,,,20.0,80.0,69.0,87.0,139.0,53.0,,,,,134.0,148.0,0.0,39.0,0.0,407.0,48.0,92.0,4.0
2014B,194377,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-148.0,-148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,197486,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-17.0,10.0,,,,,,,,,,,,,,,,,,,0.0,64.0,0.0,101.0,0.0,93.0,12.0,59.0,3.0
2014B,198902,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-34.0,,32.0,36.0,,,,,,,20.0,30.0,,,139.0,23.0,,,,,3.0,88.0,0.0,165.0,0.0,126.0,46.0,42.0,1.0
2014B,200372,M,Scotland,HE Qualification,20-30%,35-55,0,120,N,Withdrawn,-311.0,150.0,32.0,98.0,,,,,,,20.0,90.0,69.0,58.0,,,,,,,17.0,66.0,0.0,0.0,0.0,191.0,25.0,43.0,12.0
2014B,201327,M,North Western Region,HE Qualification,90-100%,35-55,0,30,N,Fail,-16.0,,37.0,48.0,102.0,15.0,,,200.0,24.0,20.0,20.0,,,139.0,51.0,209.0,13.0,,,8.0,129.0,3.0,340.0,0.0,531.0,35.0,86.0,5.0
2014B,203707,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,-26.0,12.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,5.0,0.0,1.0,20.0,4.0,3.0
2014B,204725,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-80.0,,30.0,86.0,101.0,74.0,150.0,15.0,199.0,34.0,20.0,80.0,69.0,65.0,139.0,60.0,209.0,35.0,230.0,70.0,46.0,381.0,0.0,248.0,4.0,1295.0,66.0,88.0,8.0
2014B,205398,M,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-17.0,,30.0,88.0,,,,,,,20.0,60.0,,,,,,,,,12.0,104.0,4.0,139.0,0.0,1030.0,14.0,46.0,8.0
2014B,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-244.0,,29.0,94.0,82.0,100.0,142.0,90.0,197.0,93.0,20.0,60.0,69.0,100.0,139.0,88.0,209.0,91.0,230.0,86.0,77.0,229.0,0.0,327.0,2.0,931.0,58.0,109.0,3.0
2014B,206245,M,North Western Region,HE Qualification,0-10%,35-55,0,40,N,Pass,-117.0,,29.0,98.0,102.0,97.0,149.0,97.0,200.0,89.0,20.0,70.0,69.0,94.0,139.0,92.0,209.0,83.0,230.0,84.0,846.0,351.0,5.0,30.0,1.0,585.0,86.0,120.0,15.0
2014B,206599,M,South West Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,-24.0,,31.0,76.0,102.0,78.0,158.0,53.0,200.0,47.0,20.0,50.0,69.0,61.0,139.0,64.0,209.0,57.0,230.0,38.0,141.0,231.0,0.0,198.0,2.0,406.0,82.0,105.0,5.0
2014B,227192,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-23.0,,32.0,68.0,102.0,73.0,151.0,73.0,210.0,52.0,20.0,70.0,69.0,83.0,139.0,83.0,209.0,61.0,230.0,56.0,46.0,290.0,0.0,38.0,4.0,783.0,150.0,172.0,9.0
2014B,227752,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,-41.0,,32.0,88.0,102.0,28.0,150.0,57.0,,,20.0,70.0,69.0,72.0,139.0,85.0,209.0,54.0,234.0,18.0,8.0,274.0,0.0,1094.0,1.0,224.0,91.0,135.0,3.0
2014B,227833,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-71.0,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,228153,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,-92.0,,,,,,,,,,20.0,30.0,,,,,,,,,0.0,34.0,0.0,24.0,0.0,54.0,6.0,9.0,1.0
2014B,228743,M,South East Region,Lower Than A Level,40-50%,35-55,0,90,N,Fail,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,229499,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-57.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,0.0,26.0,1.0,6.0,1.0
2014B,230340,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-110.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,230761,M,North Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,-12.0,,31.0,80.0,111.0,73.0,,,,,20.0,40.0,69.0,89.0,139.0,69.0,209.0,74.0,234.0,30.0,2.0,69.0,0.0,1.0,3.0,294.0,29.0,47.0,3.0
2014B,231339,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Distinction,-24.0,,,,,,151.0,95.0,200.0,90.0,20.0,100.0,69.0,93.0,139.0,81.0,209.0,91.0,236.0,94.0,484.0,402.0,7.0,184.0,0.0,1278.0,73.0,133.0,10.0
2014B,232833,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-12.0,74.0,39.0,56.0,,,,,,,20.0,40.0,,,,,,,,,0.0,37.0,3.0,1.0,0.0,73.0,12.0,22.0,3.0
2014B,233444,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-51.0,182.0,,,,,,,,,20.0,50.0,69.0,48.0,,,,,,,9.0,77.0,0.0,215.0,0.0,133.0,24.0,36.0,5.0
2014B,234068,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,90,N,Fail,-213.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,234311,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-45.0,,32.0,52.0,,,,,,,20.0,30.0,69.0,55.0,,,,,,,71.0,142.0,7.0,82.0,0.0,338.0,25.0,54.0,3.0
2014B,234740,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,-26.0,132.0,37.0,98.0,104.0,83.0,,,,,20.0,60.0,69.0,74.0,,,,,,,79.0,130.0,16.0,116.0,0.0,138.0,90.0,110.0,4.0
2014B,235175,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,-54.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,236205,M,Ireland,HE Qualification,,35-55,0,30,N,Pass,-24.0,,,,,,,,,,20.0,70.0,69.0,89.0,139.0,90.0,209.0,70.0,234.0,74.0,288.0,468.0,0.0,189.0,2.0,1948.0,167.0,232.0,24.0
2014B,236620,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-241.0,,30.0,92.0,101.0,76.0,150.0,87.0,211.0,71.0,20.0,70.0,69.0,81.0,139.0,73.0,209.0,74.0,234.0,76.0,1104.0,684.0,2.0,300.0,1.0,691.0,62.0,279.0,11.0
2014B,237934,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-12.0,,33.0,82.0,,,,,,,20.0,60.0,,,,,,,,,13.0,19.0,0.0,12.0,0.0,86.0,5.0,8.0,1.0
2014B,239707,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-134.0,122.0,45.0,60.0,,,,,,,20.0,30.0,69.0,57.0,,,,,,,33.0,90.0,1.0,19.0,0.0,211.0,11.0,71.0,8.0
2014B,241955,M,South West Region,HE Qualification,30-40%,0-35,0,60,N,Fail,-114.0,,,,,,,,,,20.0,30.0,,,,,,,,,21.0,23.0,0.0,20.0,0.0,215.0,16.0,16.0,2.0
2014B,242778,M,Scotland,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,-135.0,25.0,,,,,,,,,20.0,0.0,,,,,,,,,13.0,33.0,0.0,3.0,0.0,46.0,9.0,4.0,1.0
2014B,242858,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-29.0,,34.0,74.0,108.0,75.0,151.0,66.0,200.0,81.0,20.0,50.0,69.0,81.0,139.0,75.0,209.0,72.0,234.0,76.0,200.0,374.0,1.0,71.0,2.0,1225.0,106.0,181.0,8.0
2014B,243351,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-187.0,-155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,244902,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,-15.0,20.0,,,,,,,,,20.0,0.0,,,,,,,,,0.0,31.0,0.0,1.0,0.0,74.0,15.0,11.0,2.0
2014B,244977,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-72.0,,30.0,86.0,109.0,95.0,151.0,91.0,204.0,71.0,20.0,90.0,69.0,87.0,139.0,81.0,209.0,93.0,230.0,72.0,212.0,322.0,6.0,672.0,1.0,1941.0,225.0,352.0,13.0
2014B,245217,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,235,N,Withdrawn,-186.0,160.0,38.0,66.0,116.0,25.0,,,,,20.0,50.0,69.0,43.0,139.0,15.0,,,,,37.0,89.0,1.0,9.0,0.0,291.0,33.0,39.0,4.0
2014B,245494,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,-137.0,118.0,32.0,38.0,102.0,42.0,,,,,20.0,30.0,69.0,67.0,,,,,,,547.0,266.0,1.0,27.0,0.0,843.0,110.0,170.0,7.0
2014B,246248,F,South West Region,HE Qualification,40-50%,0-35,0,60,N,Fail,-24.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2014B,247819,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-22.0,,32.0,70.0,102.0,61.0,151.0,62.0,200.0,56.0,20.0,90.0,69.0,78.0,139.0,78.0,209.0,65.0,230.0,46.0,70.0,280.0,0.0,157.0,0.0,636.0,79.0,298.0,20.0
2014B,248252,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,-87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,250092,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-29.0,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0
2014B,251385,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-93.0,,,,,,,,,,20.0,80.0,69.0,89.0,139.0,94.0,209.0,85.0,230.0,98.0,393.0,448.0,0.0,905.0,8.0,1581.0,121.0,258.0,8.0
2014B,253859,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,-45.0,,32.0,100.0,101.0,98.0,150.0,93.0,200.0,95.0,20.0,90.0,69.0,100.0,139.0,92.0,209.0,96.0,230.0,100.0,7.0,289.0,20.0,378.0,1.0,660.0,79.0,140.0,14.0
2014B,255140,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-29.0,16.0,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,0.0,64.0,4.0,1.0,0.0
2014B,255310,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Pass,-166.0,,31.0,66.0,102.0,83.0,151.0,77.0,199.0,71.0,20.0,60.0,69.0,81.0,139.0,69.0,209.0,72.0,230.0,72.0,62.0,175.0,3.0,439.0,4.0,1014.0,116.0,139.0,5.0
2014B,256532,M,South Region,A Level or Equivalent,50-60%,35-55,0,70,N,Withdrawn,-17.0,49.0,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0
2014B,260062,M,Scotland,HE Qualification,90-100%,0-35,0,150,N,Withdrawn,-107.0,38.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,260949,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-24.0,,,,,,,,,,20.0,50.0,69.0,83.0,139.0,75.0,209.0,67.0,234.0,72.0,5.0,151.0,0.0,1.0,4.0,231.0,24.0,50.0,7.0
2014B,261042,M,London Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,261265,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-43.0,,32.0,56.0,102.0,33.0,151.0,52.0,200.0,27.0,20.0,70.0,69.0,78.0,139.0,63.0,209.0,30.0,230.0,38.0,16.0,108.0,0.0,4.0,2.0,1430.0,35.0,68.0,9.0
2014B,261615,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-29.0,,37.0,80.0,116.0,86.0,158.0,80.0,200.0,67.0,20.0,70.0,69.0,67.0,139.0,83.0,209.0,65.0,230.0,46.0,1304.0,812.0,6.0,403.0,5.0,1243.0,340.0,271.0,12.0
2014B,262391,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,240,Y,Withdrawn,-41.0,132.0,37.0,68.0,,,,,,,20.0,50.0,,,,,,,,,35.0,74.0,5.0,9.0,0.0,273.0,15.0,48.0,4.0
2014B,264159,M,South West Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-29.0,,30.0,94.0,100.0,86.0,143.0,92.0,198.0,87.0,20.0,60.0,69.0,85.0,139.0,92.0,209.0,91.0,230.0,64.0,803.0,138.0,0.0,26.0,2.0,304.0,33.0,60.0,9.0
2014B,264285,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-106.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,266040,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-52.0,45.0,34.0,76.0,,,,,,,20.0,70.0,,,,,,,,,37.0,106.0,0.0,36.0,0.0,199.0,34.0,53.0,4.0
2014B,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,-222.0,145.0,36.0,54.0,,,,,,,20.0,10.0,69.0,93.0,,,,,,,3.0,76.0,2.0,174.0,0.0,257.0,25.0,44.0,2.0
2014B,266915,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-166.0,46.0,,,,,,,,,20.0,20.0,,,,,,,,,0.0,19.0,0.0,0.0,0.0,118.0,1.0,8.0,0.0
2014B,267118,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,-65.0,103.0,31.0,88.0,,,,,,,,,,,,,,,,,14.0,47.0,4.0,4.0,0.0,4.0,16.0,30.0,4.0
2014B,268018,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-101.0,172.0,32.0,44.0,,,,,,,20.0,80.0,69.0,75.0,139.0,42.0,,,,,14.0,192.0,0.0,357.0,0.0,545.0,46.0,172.0,8.0
2014B,268127,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-310.0,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,269676,M,North Western Region,Lower Than A Level,20-30%,35-55,0,90,N,Pass,-17.0,,,,102.0,36.0,,,,,,,69.0,51.0,139.0,60.0,209.0,54.0,230.0,44.0,49.0,428.0,0.0,2674.0,8.0,642.0,407.0,248.0,14.0
2014B,272103,M,Scotland,A Level or Equivalent,30-40%,35-55,0,90,Y,Withdrawn,-135.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,277577,F,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-26.0,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,277809,M,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-152.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,278861,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-305.0,226.0,22.0,98.0,82.0,98.0,140.0,96.0,190.0,94.0,20.0,100.0,69.0,100.0,139.0,90.0,209.0,98.0,,,2953.0,3122.0,5.0,20.0,3.0,3470.0,114.0,503.0,111.0
2014B,279868,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-185.0,,27.0,78.0,102.0,61.0,151.0,47.0,200.0,54.0,,,,,,,,,230.0,58.0,66.0,134.0,0.0,0.0,1.0,2.0,35.0,38.0,4.0
2014B,279883,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,150,N,Withdrawn,-187.0,0.0,39.0,42.0,,,,,,,,,,,,,,,,,6.0,26.0,0.0,2.0,0.0,19.0,18.0,11.0,3.0
2014B,281261,M,Ireland,HE Qualification,80-90%,0-35,0,30,N,Withdrawn,-34.0,97.0,32.0,84.0,,,,,,,20.0,60.0,,,,,,,,,69.0,93.0,1.0,140.0,0.0,156.0,55.0,51.0,4.0
2014B,281801,M,Wales,Post Graduate Qualification,80-90%,35-55,0,30,N,Distinction,-138.0,,32.0,94.0,102.0,94.0,151.0,98.0,200.0,84.0,20.0,100.0,69.0,93.0,139.0,90.0,209.0,91.0,236.0,96.0,5.0,182.0,0.0,662.0,2.0,742.0,76.0,296.0,4.0
2014B,282193,M,North Western Region,No Formal quals,20-30%,0-35,0,30,N,Pass,-29.0,,34.0,60.0,,,,,,,20.0,70.0,69.0,77.0,139.0,38.0,209.0,39.0,230.0,48.0,494.0,435.0,0.0,5367.0,1.0,1123.0,38.0,448.0,14.0
2014B,283798,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-22.0,,,,102.0,99.0,151.0,97.0,,,20.0,100.0,69.0,79.0,139.0,96.0,209.0,100.0,230.0,78.0,4.0,137.0,0.0,5.0,0.0,627.0,61.0,56.0,8.0
2014B,284812,M,Ireland,HE Qualification,80-90%,35-55,0,30,N,Distinction,-34.0,,25.0,98.0,99.0,100.0,150.0,99.0,199.0,100.0,20.0,100.0,69.0,94.0,139.0,98.0,209.0,96.0,230.0,96.0,375.0,532.0,8.0,399.0,5.0,1619.0,194.0,217.0,16.0
2014B,285170,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-17.0,,,,102.0,84.0,167.0,72.0,200.0,78.0,20.0,60.0,69.0,87.0,139.0,73.0,209.0,72.0,230.0,74.0,13.0,326.0,17.0,9154.0,1.0,1191.0,123.0,240.0,11.0
2014B,285475,M,Yorkshire Region,HE Qualification,30-40%,0-35,0,160,N,Pass,-29.0,,32.0,96.0,102.0,88.0,151.0,73.0,200.0,80.0,20.0,80.0,69.0,87.0,139.0,76.0,209.0,74.0,230.0,78.0,337.0,224.0,0.0,6.0,2.0,457.0,40.0,59.0,2.0
2014B,289009,M,Yorkshire Region,HE Qualification,10-20,35-55,0,150,N,Pass,-68.0,,32.0,80.0,102.0,62.0,151.0,63.0,200.0,40.0,20.0,50.0,69.0,76.0,139.0,38.0,209.0,59.0,230.0,68.0,0.0,73.0,0.0,46.0,0.0,388.0,29.0,84.0,2.0
2014B,289397,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn,-29.0,22.0,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,0.0,0.0,5.0,16.0,5.0,1.0
2014B,290382,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-177.0,30.0,,,,,,,,,20.0,50.0,,,,,,,,,22.0,32.0,0.0,28.0,0.0,62.0,9.0,3.0,2.0
2014B,291805,F,Wales,HE Qualification,10-20,0-35,0,30,N,Pass,-87.0,,,,,,,,,,20.0,0.0,,,,,209.0,72.0,234.0,50.0,35.0,157.0,0.0,2871.0,4.0,349.0,61.0,129.0,3.0
2014B,294578,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-52.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,295893,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,-85.0,164.0,32.0,26.0,,,,,,,20.0,50.0,73.0,0.0,,,,,,,3.0,101.0,0.0,60.0,0.0,293.0,21.0,60.0,3.0
2014B,296411,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-22.0,,22.0,94.0,101.0,98.0,153.0,75.0,199.0,77.0,20.0,80.0,69.0,91.0,139.0,85.0,209.0,91.0,234.0,76.0,44.0,205.0,0.0,39.0,2.0,749.0,71.0,109.0,6.0
2014B,298040,F,South Region,HE Qualification,80-90%,35-55,0,30,N,Pass,-123.0,,31.0,92.0,100.0,99.0,146.0,93.0,199.0,95.0,20.0,90.0,69.0,100.0,139.0,100.0,209.0,100.0,230.0,84.0,3088.0,2264.0,12.0,84.0,11.0,3980.0,197.0,988.0,45.0
2014B,300059,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Pass,-24.0,,32.0,38.0,102.0,51.0,150.0,57.0,200.0,56.0,20.0,60.0,69.0,37.0,,,209.0,41.0,230.0,42.0,18.0,78.0,0.0,56.0,1.0,98.0,10.0,29.0,3.0
2014B,300594,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,-201.0,108.0,40.0,44.0,,,,,,,20.0,20.0,,,,,,,,,0.0,59.0,2.0,11.0,0.0,169.0,15.0,36.0,1.0
2014B,300611,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,-151.0,149.0,,,,,,,,,20.0,10.0,69.0,80.0,,,,,,,0.0,104.0,0.0,15.0,0.0,412.0,34.0,50.0,3.0
2014B,301232,M,South West Region,HE Qualification,60-70%,0-35,0,30,N,Pass,-106.0,,32.0,72.0,102.0,74.0,158.0,54.0,200.0,56.0,20.0,40.0,69.0,68.0,139.0,71.0,209.0,74.0,230.0,62.0,113.0,230.0,5.0,14.0,7.0,2365.0,111.0,236.0,13.0
2014B,305783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-93.0,13.0,,,,,,,,,,,,,,,,,,,3.0,20.0,0.0,0.0,0.0,37.0,3.0,3.0,2.0
2014B,305876,M,Scotland,HE Qualification,50-60%,0-35,0,120,Y,Fail,-25.0,,32.0,86.0,,,,,,,20.0,70.0,69.0,72.0,139.0,69.0,,,,,36.0,80.0,0.0,2.0,0.0,457.0,15.0,27.0,5.0
2014B,305974,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-79.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,306150,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-151.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,308391,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-66.0,126.0,,,,,,,,,,,,,,,,,,,2.0,19.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0
2014B,308918,F,London Region,HE Qualification,20-30%,35-55,0,135,N,Fail,-36.0,,,,,,,,,,20.0,50.0,69.0,63.0,,,,,,,10.0,26.0,0.0,2.0,0.0,165.0,33.0,30.0,1.0
2014B,309118,M,South Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-16.0,,39.0,56.0,116.0,70.0,148.0,86.0,178.0,66.0,20.0,30.0,69.0,93.0,139.0,77.0,209.0,65.0,230.0,66.0,137.0,223.0,0.0,171.0,1.0,454.0,62.0,150.0,1.0
2014B,309515,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Withdrawn,-24.0,-17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,310088,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-90.0,208.0,,,,,,,,,20.0,90.0,69.0,35.0,,,,,,,1.0,73.0,0.0,5.0,0.0,154.0,20.0,25.0,2.0
2014B,311616,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass,-25.0,,31.0,88.0,97.0,93.0,150.0,94.0,200.0,75.0,20.0,90.0,69.0,94.0,139.0,85.0,209.0,83.0,230.0,82.0,551.0,521.0,0.0,67.0,17.0,659.0,301.0,310.0,6.0
2014B,312886,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-71.0,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014B,314555,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,-29.0,54.0,,,,,,,,,,,,,,,,,,,42.0,52.0,0.0,9.0,0.0,35.0,17.0,13.0,1.0
2014B,315322,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-36.0,171.0,32.0,12.0,,,,,,,20.0,0.0,69.0,9.0,,,,,,,2.0,88.0,0.0,0.0,0.0,86.0,47.0,32.0,6.0
2014B,315728,M,North Region,HE Qualification,30-40%,0-35,0,30,N,Pass,-101.0,,30.0,74.0,102.0,87.0,151.0,89.0,200.0,76.0,20.0,60.0,69.0,89.0,139.0,84.0,209.0,87.0,230.0,78.0,415.0,381.0,0.0,20.0,2.0,485.0,74.0,146.0,4.0
2014B,316061,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Fail,-157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,316227,M,West Midlands Region,HE Qualification,50-60%,35-55,0,30,N,Distinction,-34.0,,,,,,,,,,20.0,100.0,69.0,100.0,139.0,94.0,209.0,100.0,234.0,100.0,1722.0,724.0,4.0,319.0,3.0,2482.0,244.0,524.0,27.0
2014B,318574,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-225.0,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
