code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2013J,363939,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-75.0,,32.0,85.0,67.0,89.0,123.0,75.0,158.0,80.0,8.0,215.0,281.0,0.0,703.0,115.0,0.0,185.0,5.0,15.0,15.0
2013J,365222,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-26.0,,32.0,79.0,68.0,82.0,124.0,86.0,168.0,53.0,1.0,27.0,98.0,0.0,211.0,1.0,0.0,162.0,2.0,5.0,18.0
2013J,365405,M,Scotland,A Level or Equivalent,50-60%,35-55,0,30,N,Fail,-23.0,,,,,,,,,,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,365762,M,Scotland,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,-92.0,171.0,33.0,67.0,,,124.0,28.0,,,3.0,88.0,84.0,0.0,109.0,0.0,0.0,91.0,6.0,23.0,15.0
2013J,368483,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-85.0,188.0,33.0,66.0,,,,,,,3.0,81.0,28.0,1.0,209.0,0.0,0.0,99.0,1.0,25.0,8.0
2013J,369119,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-150.0,,32.0,70.0,68.0,70.0,124.0,46.0,159.0,68.0,23.0,196.0,340.0,10.0,346.0,255.0,0.0,276.0,1.0,54.0,91.0
2013J,374192,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,Y,Distinction,-37.0,,35.0,96.0,68.0,95.0,124.0,85.0,159.0,88.0,9.0,147.0,146.0,3.0,1031.0,530.0,0.0,153.0,14.0,27.0,45.0
2013J,374739,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-82.0,,31.0,46.0,67.0,60.0,120.0,36.0,158.0,66.0,9.0,56.0,276.0,0.0,821.0,185.0,0.0,253.0,21.0,38.0,63.0
2013J,378920,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-38.0,,32.0,93.0,67.0,92.0,124.0,90.0,158.0,98.0,5.0,883.0,446.0,7.0,1013.0,527.0,1.0,216.0,12.0,61.0,51.0
2013J,379528,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-49.0,,32.0,65.0,68.0,63.0,124.0,39.0,158.0,68.0,2.0,9.0,86.0,1.0,299.0,60.0,0.0,83.0,3.0,22.0,3.0
2013J,384797,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-103.0,,32.0,85.0,68.0,90.0,123.0,67.0,172.0,78.0,3.0,418.0,362.0,0.0,376.0,214.0,0.0,136.0,9.0,25.0,56.0
2013J,387537,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-36.0,,32.0,86.0,68.0,76.0,124.0,57.0,160.0,65.0,2.0,48.0,117.0,0.0,507.0,87.0,0.0,159.0,4.0,5.0,12.0
2013J,387648,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass,-107.0,,30.0,97.0,74.0,94.0,123.0,90.0,158.0,92.0,2.0,2858.0,508.0,0.0,396.0,331.0,0.0,149.0,26.0,73.0,52.0
2013J,388252,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-101.0,97.0,,,,,,,,,0.0,85.0,44.0,0.0,58.0,0.0,0.0,3.0,1.0,2.0,1.0
2013J,388912,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-24.0,,33.0,83.0,,,,,,,3.0,2.0,43.0,0.0,128.0,0.0,0.0,117.0,0.0,15.0,4.0
2013J,388923,M,North Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-123.0,,32.0,93.0,68.0,91.0,123.0,85.0,159.0,88.0,6.0,49.0,134.0,0.0,768.0,201.0,0.0,177.0,11.0,2.0,6.0
2013J,390029,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-22.0,,33.0,83.0,69.0,94.0,123.0,77.0,161.0,92.0,2.0,674.0,344.0,2.0,738.0,80.0,0.0,106.0,34.0,127.0,35.0
2013J,391466,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-11.0,,33.0,88.0,68.0,89.0,134.0,56.0,159.0,81.0,6.0,448.0,209.0,0.0,505.0,98.0,0.0,151.0,8.0,92.0,26.0
2013J,392250,M,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,-88.0,-82.0,,,,,,,,,,,,,,,,,,,
2013J,392994,M,South West Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,-138.0,,28.0,98.0,66.0,98.0,122.0,93.0,157.0,96.0,6.0,421.0,997.0,5.0,2452.0,846.0,0.0,177.0,29.0,71.0,123.0
2013J,394060,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,45,N,Pass,-44.0,,33.0,84.0,78.0,65.0,124.0,68.0,170.0,51.0,3.0,4.0,71.0,0.0,52.0,0.0,0.0,149.0,1.0,26.0,14.0
2013J,396631,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-27.0,,34.0,66.0,68.0,73.0,124.0,80.0,159.0,57.0,8.0,224.0,453.0,0.0,1203.0,80.0,0.0,190.0,27.0,126.0,58.0
2013J,397149,M,South Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-64.0,,31.0,86.0,68.0,72.0,123.0,22.0,159.0,7.0,3.0,140.0,216.0,0.0,400.0,0.0,0.0,119.0,6.0,84.0,67.0
2013J,397557,M,South East Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-172.0,,33.0,33.0,68.0,61.0,131.0,49.0,159.0,47.0,22.0,436.0,207.0,2.0,1139.0,226.0,0.0,234.0,26.0,68.0,39.0
2013J,397797,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-29.0,,33.0,57.0,,,,,,,1.0,82.0,29.0,0.0,196.0,0.0,0.0,2.0,3.0,5.0,2.0
2013J,398877,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-136.0,,32.0,85.0,66.0,68.0,124.0,77.0,158.0,84.0,12.0,156.0,286.0,3.0,858.0,527.0,0.0,164.0,30.0,39.0,57.0
2013J,400208,F,South Region,Lower Than A Level,50-60%,0-35,0,30,Y,Withdrawn,-92.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,401011,M,Wales,Lower Than A Level,10-20,0-35,0,30,Y,Pass,-67.0,,30.0,80.0,69.0,80.0,124.0,79.0,163.0,69.0,0.0,559.0,255.0,1.0,450.0,212.0,0.0,133.0,20.0,27.0,65.0
2013J,401296,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-67.0,,32.0,93.0,68.0,87.0,124.0,80.0,158.0,82.0,7.0,113.0,444.0,0.0,831.0,153.0,0.0,204.0,8.0,36.0,116.0
2013J,402808,M,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-92.0,139.0,,,,,,,,,1.0,7.0,45.0,0.0,58.0,0.0,0.0,129.0,32.0,1.0,1.0
2013J,404050,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,95,N,Withdrawn,-80.0,150.0,29.0,90.0,75.0,68.0,,,,,5.0,190.0,140.0,0.0,185.0,0.0,0.0,91.0,3.0,25.0,18.0
2013J,404449,M,North Western Region,HE Qualification,10-20,35-55,0,30,N,Pass,-29.0,,32.0,84.0,67.0,81.0,123.0,61.0,158.0,63.0,7.0,258.0,384.0,0.0,1286.0,104.0,0.0,129.0,14.0,38.0,38.0
2013J,406121,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-23.0,,33.0,86.0,69.0,93.0,124.0,68.0,159.0,89.0,9.0,16.0,126.0,0.0,496.0,256.0,0.0,208.0,3.0,15.0,16.0
2013J,406549,M,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,-109.0,,28.0,76.0,67.0,92.0,122.0,74.0,158.0,58.0,12.0,56.0,198.0,8.0,826.0,221.0,0.0,87.0,12.0,5.0,13.0
2013J,407453,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-28.0,,30.0,96.0,67.0,91.0,124.0,91.0,158.0,71.0,2.0,3293.0,944.0,8.0,601.0,140.0,0.0,193.0,36.0,27.0,16.0
2013J,407876,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-127.0,,33.0,49.0,,,,,,,2.0,0.0,33.0,0.0,20.0,0.0,0.0,79.0,1.0,15.0,1.0
2013J,411381,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-117.0,37.0,,,,,,,,,0.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
2013J,412911,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-67.0,,31.0,83.0,67.0,70.0,122.0,67.0,165.0,62.0,4.0,49.0,173.0,0.0,396.0,73.0,0.0,178.0,4.0,11.0,20.0
2013J,413190,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-90.0,,,,,,,,,,,,,,,,,,,,
2013J,413702,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-26.0,59.0,32.0,46.0,,,,,,,2.0,30.0,96.0,8.0,72.0,0.0,0.0,90.0,0.0,7.0,9.0
2013J,416420,M,Scotland,HE Qualification,20-30%,0-35,0,30,N,Pass,-46.0,,28.0,96.0,68.0,76.0,123.0,76.0,157.0,84.0,5.0,1205.0,591.0,1.0,599.0,203.0,0.0,152.0,35.0,90.0,74.0
2013J,417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Distinction,-38.0,,31.0,92.0,66.0,87.0,123.0,85.0,159.0,77.0,4.0,107.0,169.0,0.0,691.0,246.0,0.0,153.0,9.0,27.0,31.0
2013J,418900,M,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,-17.0,,32.0,91.0,68.0,63.0,123.0,64.0,161.0,93.0,2.0,24.0,216.0,0.0,443.0,183.0,0.0,167.0,4.0,26.0,24.0
2013J,419223,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-53.0,,32.0,91.0,67.0,87.0,123.0,94.0,158.0,82.0,1.0,392.0,307.0,0.0,1074.0,366.0,0.0,174.0,18.0,67.0,44.0
2013J,420173,M,North Region,HE Qualification,40-50%,0-35,0,40,N,Distinction,-80.0,,32.0,95.0,67.0,93.0,123.0,97.0,158.0,99.0,2.0,143.0,385.0,0.0,1333.0,469.0,0.0,110.0,15.0,12.0,41.0
2013J,425274,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass,-162.0,,33.0,41.0,68.0,59.0,124.0,65.0,,,1.0,199.0,175.0,0.0,244.0,32.0,0.0,66.0,2.0,21.0,38.0
2013J,425714,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-103.0,,33.0,66.0,,,,,,,5.0,106.0,55.0,1.0,141.0,0.0,0.0,109.0,17.0,22.0,4.0
2013J,427413,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Distinction,-36.0,,30.0,93.0,65.0,93.0,123.0,89.0,157.0,97.0,4.0,632.0,329.0,0.0,890.0,232.0,0.0,194.0,5.0,38.0,36.0
2013J,431014,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-127.0,,32.0,83.0,67.0,64.0,121.0,74.0,157.0,72.0,2.0,74.0,248.0,3.0,759.0,144.0,0.0,170.0,3.0,21.0,39.0
2013J,434562,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-150.0,,30.0,93.0,67.0,95.0,123.0,96.0,158.0,98.0,4.0,591.0,542.0,4.0,1107.0,372.0,0.0,175.0,3.0,23.0,125.0
2013J,434573,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-52.0,,,,,,,,,,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2013J,434759,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,40,N,Distinction,-117.0,,32.0,87.0,67.0,92.0,122.0,85.0,158.0,84.0,3.0,125.0,325.0,0.0,838.0,306.0,0.0,145.0,21.0,55.0,4.0
2013J,435277,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,-153.0,,26.0,88.0,62.0,89.0,123.0,89.0,154.0,82.0,9.0,4472.0,1125.0,2.0,1025.0,681.0,0.0,179.0,68.0,141.0,164.0
2013J,438283,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,-49.0,,33.0,82.0,70.0,60.0,,,,,3.0,17.0,40.0,0.0,332.0,0.0,0.0,98.0,1.0,29.0,1.0
2013J,440610,M,Scotland,No Formal quals,30-40%,35-55,0,45,N,Pass,-38.0,,32.0,98.0,66.0,82.0,121.0,87.0,156.0,86.0,6.0,65.0,148.0,0.0,535.0,145.0,0.0,137.0,8.0,26.0,23.0
2013J,441540,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-52.0,,32.0,98.0,67.0,91.0,124.0,84.0,159.0,88.0,3.0,588.0,399.0,1.0,667.0,182.0,0.0,182.0,44.0,115.0,55.0
2013J,441858,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-149.0,,33.0,99.0,63.0,84.0,,,154.0,94.0,0.0,74.0,65.0,0.0,241.0,127.0,0.0,115.0,3.0,11.0,7.0
2013J,442807,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-83.0,,31.0,90.0,68.0,83.0,124.0,71.0,159.0,89.0,2.0,207.0,357.0,0.0,935.0,548.0,0.0,138.0,5.0,22.0,52.0
2013J,442937,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-180.0,72.0,32.0,89.0,,,,,,,12.0,11.0,40.0,1.0,73.0,0.0,0.0,67.0,0.0,15.0,2.0
2013J,443181,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-67.0,,33.0,86.0,68.0,83.0,124.0,91.0,159.0,61.0,12.0,156.0,245.0,2.0,791.0,395.0,0.0,195.0,30.0,45.0,26.0
2013J,444403,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-53.0,,30.0,80.0,67.0,86.0,121.0,64.0,156.0,80.0,8.0,799.0,299.0,0.0,900.0,326.0,0.0,124.0,46.0,1.0,57.0
2013J,444925,M,Ireland,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,-42.0,34.0,,,,,,,,,9.0,2.0,39.0,0.0,96.0,0.0,0.0,74.0,4.0,21.0,2.0
2013J,445972,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction,-52.0,,32.0,96.0,67.0,99.0,124.0,99.0,159.0,98.0,3.0,745.0,788.0,4.0,853.0,695.0,0.0,124.0,15.0,76.0,98.0
2013J,446324,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-101.0,,31.0,91.0,67.0,97.0,123.0,93.0,158.0,90.0,3.0,140.0,389.0,0.0,799.0,500.0,0.0,196.0,13.0,6.0,82.0
2013J,446397,M,Scotland,HE Qualification,80-90%,35-55,0,30,N,Withdrawn,-30.0,234.0,33.0,93.0,68.0,82.0,130.0,98.0,158.0,75.0,2.0,219.0,249.0,0.0,564.0,156.0,0.0,176.0,16.0,29.0,33.0
2013J,465392,M,East Midlands Region,HE Qualification,90-100%,35-55,0,30,N,Distinction,-22.0,,36.0,96.0,68.0,89.0,123.0,96.0,160.0,74.0,2.0,143.0,88.0,0.0,691.0,110.0,0.0,197.0,2.0,12.0,16.0
2013J,465564,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-57.0,,31.0,94.0,66.0,92.0,121.0,85.0,157.0,79.0,5.0,636.0,622.0,9.0,1424.0,421.0,0.0,322.0,28.0,81.0,150.0
2013J,465619,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-18.0,,32.0,80.0,69.0,94.0,123.0,78.0,165.0,81.0,6.0,67.0,247.0,0.0,773.0,187.0,0.0,117.0,10.0,20.0,20.0
2013J,465777,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Pass,-75.0,,33.0,92.0,68.0,89.0,124.0,50.0,159.0,30.0,2.0,39.0,95.0,0.0,136.0,0.0,0.0,185.0,2.0,31.0,19.0
2013J,465845,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,Y,Withdrawn,-25.0,-2.0,33.0,92.0,,,,,,,2.0,64.0,55.0,2.0,267.0,0.0,0.0,89.0,10.0,30.0,5.0
2013J,466430,M,South West Region,No Formal quals,30-40%,0-35,0,120,N,Withdrawn,-52.0,11.0,,,,,,,,,,,,,,,,,,,
2013J,466961,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-166.0,,31.0,87.0,67.0,96.0,122.0,84.0,152.0,98.0,1.0,40.0,163.0,8.0,316.0,289.0,0.0,155.0,3.0,28.0,27.0
2013J,467302,M,London Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-31.0,,33.0,93.0,68.0,82.0,121.0,91.0,158.0,91.0,24.0,1578.0,508.0,0.0,717.0,525.0,3.0,164.0,39.0,68.0,47.0
2013J,467363,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-89.0,118.0,,,,,,,,,4.0,252.0,59.0,0.0,157.0,0.0,0.0,116.0,5.0,12.0,2.0
2013J,468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-26.0,,43.0,80.0,75.0,90.0,124.0,82.0,165.0,79.0,5.0,61.0,240.0,0.0,898.0,44.0,0.0,160.0,5.0,8.0,25.0
2013J,469113,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-31.0,,32.0,94.0,67.0,96.0,123.0,80.0,158.0,90.0,3.0,269.0,219.0,0.0,558.0,259.0,0.0,152.0,3.0,18.0,20.0
2013J,469281,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-15.0,,32.0,80.0,67.0,82.0,123.0,76.0,158.0,88.0,7.0,172.0,480.0,0.0,1148.0,236.0,0.0,319.0,57.0,36.0,40.0
2013J,469959,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,-30.0,,32.0,80.0,67.0,70.0,,,,,7.0,66.0,83.0,0.0,396.0,3.0,0.0,131.0,1.0,28.0,13.0
2013J,470002,M,Wales,HE Qualification,70-80%,35-55,0,90,N,Withdrawn,-96.0,-85.0,,,,,,,,,,,,,,,,,,,
2013J,470534,F,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-52.0,154.0,32.0,97.0,75.0,68.0,,,,,3.0,106.0,140.0,5.0,106.0,11.0,0.0,111.0,0.0,25.0,30.0
2013J,470674,M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn,-90.0,13.0,,,,,,,,,,,,,,,,,,,
2013J,471580,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-185.0,,47.0,96.0,88.0,85.0,124.0,76.0,165.0,90.0,2.0,1569.0,383.0,4.0,632.0,180.0,0.0,164.0,9.0,29.0,48.0
2013J,472087,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-59.0,,31.0,85.0,67.0,88.0,123.0,89.0,166.0,90.0,6.0,1037.0,405.0,0.0,710.0,111.0,0.0,206.0,17.0,18.0,60.0
2013J,472290,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-130.0,,29.0,90.0,66.0,91.0,124.0,84.0,159.0,82.0,3.0,542.0,444.0,7.0,846.0,178.0,0.0,178.0,21.0,43.0,36.0
2013J,472336,M,Scotland,A Level or Equivalent,90-100%,35-55,0,50,N,Pass,-127.0,,32.0,93.0,69.0,91.0,128.0,57.0,157.0,91.0,1.0,236.0,202.0,0.0,765.0,235.0,0.0,198.0,16.0,52.0,41.0
2013J,472857,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-22.0,,32.0,73.0,68.0,72.0,124.0,61.0,159.0,36.0,3.0,79.0,107.0,0.0,290.0,107.0,0.0,84.0,5.0,14.0,16.0
2013J,473706,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,-81.0,,28.0,91.0,,,,,,,0.0,478.0,229.0,2.0,307.0,0.0,0.0,93.0,0.0,33.0,60.0
2013J,473739,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-32.0,,33.0,91.0,68.0,80.0,124.0,89.0,159.0,73.0,2.0,20.0,162.0,0.0,674.0,184.0,0.0,192.0,29.0,31.0,24.0
2013J,473943,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-59.0,,33.0,62.0,68.0,44.0,,,,,3.0,164.0,226.0,0.0,829.0,2.0,0.0,127.0,5.0,19.0,56.0
2013J,475370,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-30.0,,31.0,88.0,68.0,86.0,124.0,96.0,159.0,93.0,7.0,33.0,397.0,0.0,1187.0,188.0,0.0,225.0,32.0,72.0,34.0
2013J,475893,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-143.0,,33.0,70.0,68.0,67.0,124.0,64.0,159.0,54.0,1.0,7.0,72.0,0.0,296.0,0.0,0.0,82.0,1.0,6.0,4.0
2013J,478212,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-12.0,,36.0,64.0,68.0,71.0,127.0,67.0,159.0,43.0,5.0,56.0,195.0,0.0,442.0,218.0,0.0,187.0,11.0,16.0,10.0
2013J,478435,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-24.0,,47.0,62.0,79.0,70.0,,,,,3.0,0.0,49.0,0.0,525.0,0.0,0.0,3.0,0.0,1.0,1.0
2013J,478562,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,45,N,Pass,-52.0,,40.0,61.0,68.0,54.0,128.0,78.0,159.0,97.0,7.0,67.0,260.0,0.0,731.0,195.0,0.0,202.0,16.0,23.0,38.0
2013J,479753,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-101.0,,33.0,77.0,67.0,78.0,122.0,75.0,158.0,72.0,6.0,23.0,211.0,0.0,773.0,198.0,0.0,96.0,4.0,14.0,27.0
2013J,480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-173.0,,32.0,87.0,67.0,79.0,121.0,85.0,157.0,88.0,6.0,1768.0,813.0,3.0,1050.0,627.0,0.0,160.0,8.0,80.0,98.0
2013J,481934,M,Scotland,Post Graduate Qualification,70-80%,35-55,0,60,N,Withdrawn,-108.0,-75.0,,,,,,,,,,,,,,,,,,,
2013J,482012,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-185.0,,32.0,95.0,66.0,94.0,124.0,80.0,,,3.0,77.0,131.0,5.0,436.0,80.0,0.0,87.0,4.0,15.0,27.0
2013J,482406,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-138.0,,33.0,82.0,68.0,77.0,131.0,71.0,,,2.0,0.0,100.0,0.0,542.0,110.0,0.0,3.0,7.0,2.0,6.0
2013J,482726,F,South Region,Post Graduate Qualification,90-100%,35-55,0,50,N,Pass,-158.0,,32.0,93.0,67.0,90.0,123.0,84.0,157.0,86.0,2.0,2179.0,437.0,0.0,679.0,474.0,0.0,170.0,15.0,53.0,61.0
2013J,483108,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-113.0,,32.0,96.0,67.0,92.0,124.0,65.0,159.0,79.0,3.0,366.0,532.0,2.0,574.0,171.0,0.0,157.0,28.0,113.0,119.0
2013J,483706,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-38.0,,32.0,91.0,67.0,71.0,122.0,80.0,158.0,81.0,6.0,3909.0,1750.0,0.0,1703.0,1015.0,0.0,217.0,15.0,59.0,165.0
2013J,484361,M,Wales,No Formal quals,10-20,0-35,0,30,N,Fail,-46.0,,,,,,,,,,,,,,,,,,,,
2013J,485374,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,,33.0,81.0,67.0,78.0,123.0,63.0,158.0,65.0,2.0,67.0,285.0,0.0,609.0,180.0,0.0,163.0,21.0,59.0,56.0
2013J,485582,M,Scotland,HE Qualification,40-50%,35-55,0,30,Y,Pass,-93.0,,29.0,75.0,65.0,92.0,123.0,88.0,162.0,44.0,5.0,387.0,331.0,0.0,1189.0,18.0,0.0,127.0,9.0,43.0,68.0
2013J,485898,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-142.0,,29.0,92.0,66.0,84.0,123.0,73.0,,,6.0,2051.0,171.0,1.0,766.0,221.0,1.0,188.0,22.0,62.0,104.0
2013J,485909,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-92.0,,33.0,64.0,68.0,85.0,123.0,37.0,159.0,60.0,2.0,104.0,150.0,1.0,215.0,0.0,0.0,184.0,7.0,9.0,10.0
2013J,486545,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-155.0,,32.0,81.0,67.0,82.0,123.0,85.0,159.0,93.0,2.0,73.0,130.0,0.0,478.0,310.0,0.0,163.0,12.0,7.0,36.0
2013J,486964,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-30.0,,33.0,62.0,,,,,,,2.0,5.0,55.0,0.0,46.0,0.0,0.0,83.0,0.0,10.0,1.0
2013J,487588,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,-128.0,,29.0,91.0,67.0,87.0,123.0,97.0,159.0,89.0,0.0,1197.0,834.0,0.0,1096.0,826.0,0.0,155.0,30.0,148.0,72.0
2013J,487621,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-144.0,,32.0,95.0,68.0,80.0,124.0,90.0,159.0,93.0,2.0,179.0,138.0,0.0,394.0,294.0,0.0,162.0,4.0,6.0,19.0
2013J,490081,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,85,N,Distinction,-48.0,,33.0,98.0,68.0,94.0,124.0,93.0,159.0,97.0,0.0,89.0,181.0,1.0,261.0,287.0,0.0,72.0,2.0,27.0,54.0
2013J,490327,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-103.0,37.0,,,,,,,,,0.0,0.0,10.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0
2013J,490768,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,-127.0,,32.0,98.0,67.0,86.0,129.0,91.0,158.0,88.0,4.0,579.0,656.0,1.0,1278.0,402.0,0.0,190.0,9.0,36.0,116.0
2013J,491578,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-123.0,,40.0,81.0,68.0,69.0,124.0,71.0,161.0,52.0,2.0,174.0,164.0,3.0,407.0,34.0,0.0,124.0,13.0,2.0,25.0
2013J,491771,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-141.0,,30.0,80.0,67.0,90.0,122.0,71.0,156.0,48.0,5.0,23.0,162.0,0.0,635.0,61.0,0.0,135.0,14.0,34.0,7.0
