code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2014J,199897,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,Pass,3.0,,25.0,77.0,66.0,83.0,124.0,83.0,178.0,25.0,215.0,79.0,1.0,166.0,0.0,442.0,2.0,1262.0,33.0,153.0,76.0
2014J,200804,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-80.0,,19.0,64.0,54.0,78.0,121.0,68.0,172.0,75.0,215.0,45.0,0.0,163.0,0.0,103.0,2.0,601.0,14.0,40.0,7.0
2014J,205494,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-45.0,,15.0,82.0,45.0,58.0,108.0,66.0,155.0,68.0,210.0,58.0,0.0,64.0,0.0,156.0,0.0,804.0,6.0,53.0,31.0
2014J,228021,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-68.0,,19.0,88.0,54.0,85.0,117.0,77.0,166.0,85.0,215.0,80.0,24.0,860.0,0.0,1065.0,2.0,1829.0,39.0,171.0,38.0
2014J,228383,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-21.0,,18.0,76.0,61.0,70.0,125.0,63.0,173.0,73.0,215.0,71.0,8.0,44.0,0.0,419.0,1.0,1642.0,20.0,176.0,76.0
2014J,232307,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-107.0,,18.0,78.0,53.0,60.0,116.0,60.0,172.0,68.0,214.0,65.0,7.0,103.0,1.0,129.0,0.0,381.0,19.0,57.0,5.0
2014J,235068,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-156.0,,17.0,58.0,54.0,57.0,115.0,63.0,164.0,62.0,213.0,58.0,9.0,260.0,0.0,757.0,1.0,1438.0,9.0,196.0,141.0
2014J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,-135.0,,25.0,62.0,54.0,30.0,116.0,69.0,173.0,60.0,214.0,61.0,11.0,181.0,1.0,282.0,1.0,470.0,33.0,78.0,10.0
2014J,236875,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-20.0,,29.0,42.0,61.0,45.0,117.0,50.0,173.0,50.0,216.0,45.0,0.0,6.0,0.0,42.0,0.0,119.0,2.0,32.0,0.0
2014J,237274,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-155.0,,18.0,70.0,52.0,71.0,116.0,73.0,164.0,80.0,213.0,68.0,13.0,500.0,0.0,401.0,4.0,965.0,34.0,101.0,7.0
2014J,243510,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-16.0,,19.0,46.0,53.0,37.0,119.0,62.0,173.0,38.0,215.0,35.0,0.0,137.0,0.0,140.0,0.0,212.0,6.0,41.0,13.0
2014J,244246,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-137.0,,17.0,65.0,53.0,52.0,116.0,70.0,180.0,78.0,215.0,71.0,0.0,114.0,0.0,304.0,3.0,779.0,14.0,95.0,56.0
2014J,248581,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-61.0,,19.0,90.0,53.0,80.0,117.0,78.0,166.0,87.0,214.0,90.0,3.0,272.0,0.0,570.0,1.0,1913.0,36.0,78.0,10.0
2014J,252073,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-5.0,,19.0,55.0,54.0,50.0,125.0,52.0,187.0,53.0,215.0,35.0,3.0,31.0,0.0,170.0,0.0,455.0,25.0,139.0,42.0
2014J,254625,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-50.0,,19.0,86.0,59.0,83.0,117.0,78.0,178.0,85.0,214.0,82.0,7.0,249.0,0.0,338.0,0.0,1170.0,12.0,122.0,89.0
2014J,258587,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,-109.0,,18.0,74.0,52.0,87.0,109.0,80.0,160.0,83.0,208.0,79.0,21.0,542.0,0.0,1315.0,0.0,3976.0,32.0,443.0,280.0
2014J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn,-156.0,-87.0,,,,,,,,,,,,,,,,,,,
2014J,260623,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-28.0,,19.0,69.0,54.0,72.0,127.0,74.0,166.0,74.0,218.0,62.0,0.0,257.0,0.0,295.0,0.0,504.0,4.0,75.0,43.0
2014J,263251,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-73.0,,18.0,68.0,54.0,85.0,117.0,78.0,165.0,71.0,215.0,68.0,6.0,983.0,1.0,344.0,0.0,991.0,31.0,87.0,42.0
2014J,263543,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-56.0,,17.0,81.0,53.0,87.0,117.0,77.0,166.0,80.0,214.0,73.0,2.0,113.0,0.0,372.0,0.0,785.0,19.0,166.0,137.0
2014J,263952,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,-38.0,,18.0,82.0,58.0,90.0,132.0,88.0,166.0,91.0,215.0,93.0,0.0,307.0,1.0,327.0,1.0,705.0,24.0,58.0,21.0
2014J,266524,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,-134.0,,19.0,46.0,69.0,50.0,121.0,57.0,166.0,59.0,215.0,57.0,0.0,75.0,0.0,104.0,0.0,114.0,28.0,38.0,0.0
2014J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,-10.0,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2014J,273346,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-155.0,,18.0,81.0,53.0,78.0,115.0,82.0,165.0,84.0,213.0,84.0,17.0,242.0,0.0,615.0,0.0,936.0,20.0,151.0,99.0
2014J,274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-43.0,229.0,29.0,82.0,54.0,46.0,129.0,54.0,166.0,47.0,215.0,41.0,0.0,57.0,0.0,70.0,0.0,88.0,5.0,31.0,0.0
2014J,275674,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-155.0,132.0,18.0,50.0,54.0,40.0,116.0,45.0,,,,,6.0,271.0,1.0,493.0,0.0,1032.0,11.0,161.0,115.0
2014J,275792,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-37.0,,19.0,69.0,51.0,74.0,126.0,74.0,164.0,73.0,214.0,75.0,0.0,50.0,0.0,155.0,2.0,312.0,19.0,63.0,4.0
2014J,277123,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-20.0,,19.0,58.0,53.0,47.0,117.0,35.0,166.0,50.0,215.0,40.0,0.0,34.0,0.0,120.0,0.0,282.0,5.0,64.0,32.0
2014J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,-11.0,158.0,-1.0,70.0,-1.0,65.0,-1.0,68.0,,,,,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0
2014J,281077,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-103.0,,18.0,74.0,67.0,72.0,114.0,77.0,175.0,63.0,215.0,76.0,0.0,138.0,0.0,253.0,0.0,277.0,60.0,124.0,43.0
2014J,281636,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-73.0,,18.0,87.0,53.0,74.0,117.0,88.0,166.0,78.0,215.0,88.0,1.0,360.0,0.0,520.0,0.0,1385.0,67.0,234.0,115.0
2014J,285315,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-36.0,,19.0,86.0,54.0,87.0,117.0,86.0,166.0,85.0,215.0,87.0,0.0,106.0,3.0,219.0,0.0,628.0,22.0,132.0,47.0
2014J,287040,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,-155.0,,18.0,70.0,51.0,76.0,115.0,68.0,178.0,77.0,214.0,73.0,6.0,435.0,0.0,390.0,0.0,1183.0,56.0,144.0,53.0
2014J,287204,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-79.0,,19.0,72.0,54.0,65.0,124.0,71.0,166.0,80.0,215.0,80.0,0.0,399.0,0.0,319.0,0.0,954.0,53.0,112.0,8.0
2014J,287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-156.0,,14.0,73.0,38.0,78.0,79.0,78.0,157.0,70.0,184.0,68.0,16.0,68.0,0.0,752.0,0.0,2072.0,15.0,236.0,116.0
2014J,288994,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-10.0,,,,,,,,,,,,0.0,21.0,0.0,13.0,0.0,97.0,1.0,2.0,0.0
2014J,289449,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-122.0,,18.0,78.0,52.0,78.0,113.0,73.0,165.0,73.0,214.0,74.0,8.0,101.0,0.0,260.0,1.0,869.0,43.0,41.0,13.0
2014J,290164,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-88.0,,24.0,67.0,57.0,74.0,117.0,68.0,166.0,64.0,218.0,57.0,43.0,2584.0,5.0,1138.0,4.0,1672.0,65.0,200.0,94.0
2014J,292525,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-52.0,,19.0,84.0,54.0,84.0,117.0,86.0,166.0,85.0,215.0,84.0,0.0,0.0,0.0,51.0,0.0,196.0,10.0,50.0,4.0
2014J,292775,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-35.0,,17.0,75.0,66.0,88.0,124.0,76.0,176.0,82.0,215.0,87.0,3.0,233.0,0.0,400.0,0.0,955.0,21.0,161.0,86.0
2014J,293824,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-50.0,,18.0,73.0,53.0,44.0,116.0,64.0,170.0,59.0,212.0,60.0,8.0,3992.0,0.0,2116.0,3.0,1445.0,28.0,202.0,107.0
2014J,294496,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,-147.0,,23.0,79.0,84.0,85.0,136.0,86.0,180.0,80.0,215.0,73.0,0.0,178.0,0.0,428.0,0.0,539.0,18.0,167.0,92.0
2014J,294655,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-49.0,,37.0,75.0,74.0,81.0,122.0,77.0,177.0,77.0,224.0,78.0,0.0,368.0,1.0,230.0,1.0,1485.0,21.0,112.0,1.0
2014J,295060,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-66.0,,19.0,66.0,61.0,62.0,117.0,64.0,166.0,70.0,215.0,73.0,0.0,448.0,0.0,284.0,0.0,126.0,90.0,139.0,10.0
2014J,295075,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,-114.0,,19.0,67.0,69.0,55.0,117.0,69.0,166.0,65.0,215.0,64.0,9.0,232.0,0.0,175.0,0.0,1192.0,9.0,25.0,0.0
2014J,296424,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-84.0,,18.0,65.0,53.0,66.0,116.0,86.0,164.0,87.0,207.0,82.0,4.0,141.0,0.0,354.0,0.0,1114.0,8.0,65.0,9.0
2014J,298034,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,-49.0,,19.0,68.0,53.0,82.0,117.0,82.0,166.0,68.0,212.0,64.0,14.0,282.0,0.0,261.0,2.0,1006.0,15.0,79.0,22.0
2014J,298838,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-66.0,,18.0,68.0,54.0,83.0,117.0,86.0,167.0,79.0,215.0,80.0,6.0,235.0,0.0,321.0,0.0,910.0,22.0,90.0,20.0
2014J,301967,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-35.0,,18.0,51.0,53.0,56.0,116.0,62.0,166.0,37.0,214.0,58.0,0.0,0.0,0.0,48.0,0.0,72.0,15.0,51.0,7.0
2014J,302476,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-156.0,,11.0,82.0,52.0,88.0,116.0,84.0,165.0,85.0,214.0,87.0,6.0,45.0,0.0,353.0,1.0,1054.0,15.0,170.0,122.0
2014J,303521,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-108.0,,20.0,83.0,54.0,78.0,124.0,76.0,166.0,80.0,215.0,85.0,6.0,263.0,0.0,653.0,0.0,5914.0,69.0,188.0,70.0
2014J,303985,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,-24.0,,19.0,67.0,54.0,68.0,124.0,71.0,166.0,80.0,219.0,88.0,0.0,50.0,0.0,82.0,0.0,157.0,11.0,69.0,12.0
2014J,304465,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-135.0,,18.0,76.0,53.0,72.0,116.0,79.0,165.0,80.0,214.0,71.0,5.0,669.0,1.0,462.0,0.0,2142.0,65.0,148.0,61.0
2014J,306646,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-22.0,,26.0,56.0,53.0,55.0,117.0,43.0,166.0,55.0,215.0,55.0,0.0,24.0,0.0,34.0,0.0,42.0,2.0,35.0,7.0
2014J,309142,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-38.0,,18.0,68.0,59.0,67.0,116.0,58.0,176.0,71.0,214.0,66.0,0.0,112.0,0.0,117.0,0.0,277.0,13.0,33.0,8.0
2014J,310412,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-81.0,,19.0,66.0,54.0,72.0,116.0,90.0,166.0,75.0,214.0,77.0,9.0,183.0,0.0,328.0,0.0,1760.0,18.0,41.0,0.0
2014J,311235,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-123.0,,19.0,73.0,54.0,74.0,117.0,59.0,166.0,59.0,213.0,64.0,1.0,368.0,1.0,215.0,7.0,447.0,17.0,72.0,40.0
2014J,311659,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,2.0,,,,,,,,,,,,0.0,5.0,0.0,16.0,0.0,81.0,0.0,8.0,2.0
2014J,313937,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-32.0,,19.0,81.0,54.0,75.0,117.0,73.0,166.0,88.0,215.0,87.0,21.0,1879.0,0.0,1874.0,0.0,2644.0,120.0,287.0,140.0
2014J,315076,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-22.0,,18.0,81.0,68.0,55.0,116.0,70.0,187.0,69.0,215.0,68.0,9.0,219.0,1.0,297.0,1.0,740.0,20.0,97.0,51.0
2014J,315744,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-53.0,,18.0,81.0,57.0,76.0,124.0,88.0,167.0,81.0,218.0,86.0,9.0,954.0,2.0,573.0,0.0,2821.0,53.0,120.0,42.0
2014J,323370,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-53.0,,19.0,88.0,54.0,80.0,129.0,80.0,166.0,79.0,215.0,49.0,25.0,262.0,0.0,384.0,0.0,1165.0,71.0,178.0,56.0
2014J,323805,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-144.0,-101.0,,,,,,,,,,,,,,,,,,,
2014J,328024,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-45.0,,19.0,82.0,57.0,56.0,120.0,40.0,173.0,68.0,215.0,33.0,17.0,302.0,0.0,534.0,0.0,1443.0,9.0,91.0,48.0
2014J,328734,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,-144.0,-47.0,,,,,,,,,,,,,,,,,,,
2014J,329659,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,-128.0,,9.0,58.0,35.0,58.0,75.0,45.0,139.0,50.0,179.0,38.0,0.0,50.0,1.0,117.0,0.0,256.0,19.0,39.0,5.0
2014J,330594,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-14.0,,19.0,62.0,60.0,65.0,128.0,59.0,166.0,58.0,219.0,54.0,1.0,100.0,0.0,380.0,0.0,415.0,14.0,86.0,47.0
2014J,331358,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,-150.0,,-1.0,84.0,69.0,84.0,127.0,83.0,165.0,87.0,215.0,86.0,24.0,2122.0,4.0,772.0,5.0,860.0,49.0,247.0,129.0
2014J,332884,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-29.0,,19.0,82.0,54.0,79.0,117.0,85.0,166.0,86.0,215.0,79.0,9.0,34.0,0.0,337.0,0.0,982.0,51.0,147.0,88.0
2014J,334441,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,-154.0,,18.0,41.0,53.0,30.0,116.0,38.0,165.0,45.0,213.0,45.0,0.0,5.0,1.0,143.0,0.0,85.0,8.0,40.0,1.0
2014J,335247,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-29.0,,22.0,62.0,53.0,54.0,117.0,86.0,166.0,76.0,215.0,73.0,0.0,151.0,0.0,151.0,0.0,168.0,23.0,98.0,13.0
2014J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-108.0,,-1.0,86.0,-1.0,87.0,-1.0,86.0,166.0,87.0,215.0,90.0,0.0,652.0,0.0,417.0,0.0,387.0,17.0,119.0,50.0
2014J,337748,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-70.0,165.0,18.0,44.0,,,,,,,,,0.0,29.0,0.0,23.0,0.0,27.0,7.0,7.0,0.0
2014J,338407,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-67.0,,20.0,87.0,54.0,68.0,117.0,78.0,166.0,67.0,215.0,69.0,0.0,47.0,0.0,49.0,0.0,143.0,12.0,18.0,1.0
2014J,341876,M,East Anglian Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,-155.0,72.0,19.0,68.0,54.0,69.0,,,,,,,5.0,1053.0,4.0,291.0,2.0,340.0,49.0,32.0,8.0
2014J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass,-130.0,,-1.0,75.0,58.0,95.0,132.0,85.0,174.0,88.0,215.0,76.0,14.0,322.0,0.0,325.0,1.0,1334.0,39.0,159.0,104.0
2014J,345440,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-46.0,,18.0,78.0,54.0,72.0,116.0,75.0,165.0,74.0,214.0,70.0,0.0,0.0,0.0,38.0,0.0,101.0,7.0,18.0,1.0
2014J,345519,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-88.0,,17.0,85.0,50.0,68.0,115.0,83.0,164.0,73.0,214.0,78.0,6.0,110.0,0.0,326.0,8.0,517.0,10.0,105.0,59.0
2014J,346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-148.0,,19.0,74.0,54.0,73.0,117.0,69.0,166.0,78.0,215.0,69.0,0.0,228.0,0.0,153.0,0.0,214.0,13.0,82.0,10.0
2014J,348275,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,-103.0,128.0,19.0,83.0,75.0,40.0,,,,,,,1.0,65.0,0.0,196.0,0.0,170.0,15.0,70.0,28.0
2014J,348807,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-22.0,,24.0,79.0,69.0,77.0,121.0,77.0,184.0,80.0,219.0,70.0,0.0,57.0,0.0,112.0,3.0,213.0,6.0,32.0,2.0
2014J,350156,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-50.0,,19.0,49.0,54.0,53.0,117.0,63.0,166.0,56.0,215.0,40.0,0.0,35.0,0.0,78.0,0.0,293.0,41.0,112.0,1.0
2014J,350939,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-124.0,,18.0,77.0,53.0,60.0,116.0,68.0,166.0,68.0,215.0,75.0,3.0,149.0,1.0,309.0,0.0,778.0,16.0,101.0,70.0
2014J,351336,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-130.0,,17.0,60.0,52.0,63.0,116.0,67.0,163.0,54.0,213.0,79.0,0.0,270.0,0.0,304.0,0.0,291.0,15.0,55.0,9.0
2014J,353665,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-51.0,,19.0,75.0,53.0,57.0,117.0,57.0,166.0,66.0,215.0,68.0,0.0,111.0,0.0,96.0,0.0,108.0,11.0,60.0,12.0
2014J,354170,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-124.0,,19.0,68.0,54.0,49.0,117.0,71.0,166.0,52.0,215.0,50.0,1.0,243.0,1.0,296.0,0.0,291.0,11.0,95.0,7.0
2014J,356170,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-149.0,,24.0,64.0,54.0,76.0,117.0,68.0,,,215.0,78.0,3.0,38.0,0.0,67.0,0.0,607.0,5.0,47.0,1.0
2014J,358182,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-96.0,,16.0,80.0,54.0,72.0,123.0,74.0,166.0,76.0,215.0,73.0,0.0,157.0,0.0,361.0,0.0,1190.0,34.0,112.0,47.0
2014J,364957,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,-37.0,,19.0,51.0,54.0,55.0,117.0,64.0,181.0,62.0,220.0,66.0,0.0,249.0,5.0,412.0,0.0,734.0,46.0,144.0,48.0
2014J,369834,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-74.0,227.0,18.0,82.0,54.0,38.0,116.0,86.0,166.0,80.0,218.0,82.0,4.0,111.0,0.0,343.0,0.0,655.0,14.0,98.0,40.0
2014J,371710,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-128.0,,19.0,86.0,54.0,85.0,117.0,85.0,166.0,80.0,215.0,72.0,0.0,549.0,0.0,526.0,3.0,1763.0,9.0,99.0,11.0
2014J,373872,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-25.0,,23.0,70.0,57.0,68.0,122.0,62.0,174.0,64.0,214.0,64.0,10.0,110.0,0.0,270.0,4.0,949.0,10.0,111.0,64.0
2014J,375260,M,Ireland,HE Qualification,,0-35,0,60,N,Pass,-122.0,,19.0,73.0,61.0,76.0,124.0,75.0,168.0,78.0,215.0,55.0,0.0,63.0,0.0,210.0,0.0,414.0,56.0,79.0,7.0
2014J,375646,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-38.0,,18.0,72.0,53.0,80.0,116.0,78.0,165.0,80.0,214.0,68.0,0.0,234.0,0.0,93.0,0.0,208.0,8.0,49.0,14.0
2014J,377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,-37.0,,25.0,83.0,53.0,85.0,116.0,80.0,170.0,80.0,213.0,87.0,11.0,300.0,0.0,300.0,0.0,943.0,24.0,76.0,6.0
2014J,381642,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-88.0,229.0,22.0,74.0,53.0,78.0,117.0,82.0,168.0,78.0,212.0,82.0,12.0,17.0,0.0,310.0,0.0,684.0,1.0,161.0,105.0
2014J,382095,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-88.0,,17.0,81.0,53.0,70.0,112.0,67.0,165.0,80.0,218.0,85.0,5.0,1056.0,0.0,554.0,0.0,642.0,6.0,104.0,25.0
2014J,383180,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-88.0,172.0,19.0,83.0,71.0,68.0,116.0,65.0,,,,,0.0,17.0,0.0,150.0,4.0,447.0,12.0,23.0,4.0
2014J,383600,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-32.0,,17.0,78.0,53.0,61.0,116.0,86.0,165.0,88.0,214.0,80.0,3.0,25.0,0.0,144.0,0.0,450.0,6.0,88.0,9.0
2014J,383723,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,-113.0,,17.0,84.0,54.0,79.0,116.0,78.0,169.0,75.0,214.0,85.0,30.0,3577.0,0.0,965.0,2.0,2461.0,49.0,274.0,174.0
2014J,384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,-155.0,,18.0,76.0,53.0,67.0,127.0,75.0,170.0,74.0,215.0,85.0,4.0,2247.0,0.0,1636.0,0.0,1093.0,26.0,156.0,22.0
2014J,384725,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-137.0,,18.0,81.0,54.0,81.0,117.0,83.0,165.0,75.0,215.0,82.0,3.0,2329.0,0.0,803.0,0.0,1287.0,51.0,141.0,63.0
2014J,387533,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,-50.0,,19.0,68.0,,,132.0,42.0,,,,,0.0,212.0,0.0,228.0,0.0,592.0,6.0,41.0,17.0
2014J,387954,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-150.0,18.0,,,,,,,,,,,0.0,306.0,0.0,86.0,1.0,113.0,4.0,15.0,7.0
2014J,388147,F,South West Region,A Level or Equivalent,10-20,35-55,0,300,N,Fail,-84.0,,19.0,41.0,65.0,39.0,,,,,,,3.0,115.0,0.0,89.0,0.0,177.0,5.0,35.0,17.0
2014J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,-65.0,,-1.0,75.0,-1.0,80.0,-1.0,54.0,174.0,54.0,234.0,77.0,0.0,51.0,0.0,115.0,0.0,136.0,17.0,26.0,13.0
2014J,391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-25.0,,21.0,85.0,64.0,85.0,116.0,80.0,165.0,82.0,218.0,79.0,0.0,494.0,0.0,629.0,0.0,1449.0,14.0,58.0,4.0
2014J,396599,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,-67.0,,18.0,60.0,57.0,62.0,128.0,40.0,172.0,55.0,,,0.0,178.0,0.0,219.0,3.0,496.0,22.0,68.0,53.0
2014J,396655,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,-37.0,,37.0,19.0,75.0,50.0,138.0,38.0,178.0,54.0,218.0,40.0,0.0,97.0,0.0,127.0,1.0,160.0,14.0,62.0,1.0
2014J,398171,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-42.0,,19.0,69.0,53.0,73.0,122.0,68.0,160.0,66.0,214.0,70.0,0.0,184.0,0.0,443.0,0.0,644.0,12.0,46.0,8.0
2014J,398349,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-108.0,,25.0,85.0,53.0,80.0,116.0,87.0,166.0,74.0,214.0,73.0,3.0,1500.0,0.0,918.0,0.0,1371.0,66.0,314.0,123.0
2014J,400147,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-154.0,,18.0,49.0,53.0,57.0,116.0,68.0,175.0,65.0,214.0,57.0,0.0,29.0,0.0,60.0,0.0,183.0,4.0,53.0,9.0
